rock,certainty,atoms,invented,moon,english
gad.miz,restored,2,2,glez,10^4
gad.mub,restored,2,2,glob,planet
gad.mud,restored,2,2,glor,glare
gad.mud,restored,2,2,gror,growl
gad.mud,restored,2,1,garur,delusion
gad.muk,restored,2,2,glok,your
gad.muk,restored,2,2,gluk,lick
gad.mun,restored,2,2,groq,lion
gad.mun,restored,2,2,grun,grow
gad.mun,restored,2,1,garon,deficit
gad.mup,restored,2,2,grup,group (math)
gad.mus,restored,2,1,garos,gregarious
gad.mut,restored,2,2,glot,goat
gad.mut,restored,2,2,grut,grit (strength)
gad.mut,restored,2,1,galut,exile
gad.mut,restored,2,1,garot,provoke
gad.muv,restored,2,2,gruv,rub
gad.nam,restored,2,2,gram,gram (measure)
gad.nam,restored,2,1,garam,cost
gad.nim,restored,2,2,grem,grim
gad.nim,restored,2,1,galim,embody
gad.nix,held,2,0,garnix,garnish
gad.nud,held,2,0,garnur,garner
gad.num,restored,2,2,grum,row
gad.zam,restored,2,2,garz,again (re-)
gad.zin,held,2,0,garzin,axe
gam.bid,held,2,0,gambir,serious
gam.gam,strained,2,3,gag,child
gam.gud,restored,2,1,gagor,gag
gam.nad,restored,2,1,gamal,camel
gam.nud,restored,2,1,gamor,gum
gan.dim,held,2,0,gaqdem,disk
gan.gad,held,2,0,gaqgal,ad
gan.man,restored,2,1,ganan,reckon
gan.mav,restored,2,1,ganav,steal
gan.mis,restored,2,1,ganis,gneiss
gan.mud,restored,2,1,ganol,gown
gan.tam,restored,2,2,gant,-gon (polygon)
gas.mad,restored,2,1,gacar,affect
gas.mav,restored,2,1,gasav,pride
gas.tun,held,2,0,gaston,gust
gat.mud,restored,2,1,gator,gutter
gat.xam,restored,2,2,gatx,german i vowel sound
gav.man,restored,2,1,gavan,guava
gax.max,restored,2,1,gaxax,scout
gax.mik,restored,2,1,gaxek,gash
gax.mux,restored,2,1,gaxox,probe
gaz.mud,restored,2,1,gazol,guzzle
gaz.mud,restored,2,1,gazor,geyser
gaz.nim,restored,2,1,gaCim,magnificent
gib.mud,restored,2,1,gibor,hero
gib.mux,restored,2,1,gibux,consolidate
gid.jiz,held,2,0,gedjiz,gauge
gid.mad,restored,2,1,girar,gear (wear)
gid.map,restored,2,2,gilp,gill
gid.mus,restored,2,1,gilus,recruitment
gim.dan,held,2,0,gimlan,benefut
gim.gad,restored,2,1,gigal,giggle
gim.kam,strained,2,3,gik,user
gim.zam,restored,2,2,gemz,vowel e sound
gin.zad,held,2,0,geqzal,worse
gip.mad,restored,2,1,gepar,scold
gis.tam,restored,2,2,gest,guest
git.min,restored,2,1,getiq,gait
giv.min,restored,2,1,gevin,cheese
gix.min,restored,2,1,gexiq,personality
giz.mit,restored,2,1,gezit,gaze
gud.gud,held,2,0,gorgol,gurgle
gud.mad,restored,2,1,golar,abroad
gud.mad,restored,2,1,goral,destiny
gud.mad,restored,2,1,gudal,thumb
gud.max,restored,2,2,golx,only
gud.mik,restored,2,1,gorik,gore
gud.mun,restored,2,1,gudoq,agitate
gud.mun,restored,2,1,gulon,bewitched
gud.mut,restored,2,1,gudut,solitude
gud.nim,restored,2,1,gorem,factor (math)
guf.map,restored,2,1,gufap,goof
guj.man,restored,2,1,gojan,gouge (indent)
guj.nam,restored,2,1,gojam,parrot
gum.gad,restored,2,1,gugal,outlandish
gum.kam,restored,2,1,gokam,factor
gum.pam,restored,2,2,gump,new
gun.bam,restored,2,1,gunam,quality
gun.mik,restored,2,1,goqik,craft
gun.mip,restored,2,1,goqep,industry
gun.muk,restored,2,1,goquk,apartment
gun.pin,held,2,0,gonpiq,fair (just)
gun.sip,held,2,0,goqsip,firm
gup.mut,restored,2,1,guput,quaint
gus.mud,restored,2,1,gusul,bath
gus.tam,restored,2,2,gost,ghost
gut.mik,restored,2,1,gutik,pill
guv.mak,restored,2,1,govak,height
guv.mud,restored,2,1,guvul,border
guv.mun,restored,2,1,govun,govern
gux.mik,restored,2,1,guxik,scam
jab.mad,restored,2,1,jabar,math
jab.mid,restored,2,1,jabir,legging
jad.maf,restored,2,2,jalf,j sound
jad.mit,restored,2,1,jaret,jar
jad.mus,restored,2,1,jalus,jealous
jad.nim,restored,2,1,jalim,jelly
jak.mit,restored,2,1,jaket,jacket
jas.tin,held,2,0,jasten,joust
jav.mad,restored,2,1,javal,swathe
jaz.mud,restored,2,1,jazur,gossip
jid.mad,restored,2,1,jidar,jitter
jid.mad,restored,2,1,jirar,swear
jit.maj,restored,2,1,jetaj,throw away
jit.mun,restored,2,1,jeton,token
jud.mix,restored,2,1,judix,judicious
jud.nam,restored,2,1,julam,reality
jun.kid,held,2,0,joqkil,daffodil
jun.mip,restored,2,1,junip,juniper (tree)
jun.tif,held,2,0,jontif,contiguous
jun.xad,held,2,0,jonxar,scatter
jup.tas,held,2,0,juptas,jupiter
juv.mad,restored,2,1,joval,jovial
kab.dak,held,2,0,habdak,abduct
kab.dix,held,2,0,hablix,abolish
kab.dup,held,2,0,habrop,abrupt
kab.jud,held,2,0,habjur,abjure
kab.mad,restored,2,1,habad,abide
kab.mad,restored,2,1,habal,rope
kab.mak,restored,2,1,habak,embrace
kab.mav,restored,2,1,habav,cherish
kab.maz,restored,2,1,habaC,applaud
kab.mid,restored,2,1,habil,sabotage
kab.mit,restored,2,1,habet,habituate
kab.mud,restored,2,1,habol,hobble
kab.mud,restored,2,1,habor,abhor
kab.mud,restored,2,1,kabol,cobble
kab.mus,restored,2,1,habus,abuse
kab.nit,held,2,0,habnet,hibernate
kab.nit,held,2,0,kabnet,cabinet
kab.zam,restored,2,2,habz,abstract
kad.bit,held,2,0,karbet,carbonate
kad.bud,held,2,0,harbor,harbor
kad.bun,held,2,0,halbon,protein
kad.bun,held,2,0,karbon,carb
kad.gad,held,2,0,hargal,habit
kad.gim,held,2,0,hadgim,demonstrate
kad.gix,held,2,0,halgex,allegation
kad.giz,held,2,0,hargiz,irritate
kad.gud,held,2,0,halgor,allegory
kad.jad,held,2,0,hadjal,agile
kad.jak,held,2,0,hadjak,hijack
kad.jam,restored,2,2,hadj,hedge
kad.jan,held,2,0,hadjan,convince
kad.jat,held,2,0,hadjat,propel
kad.jin,held,2,0,hadjin,adjoin
kad.jud,held,2,0,kadjul,ashamed
kad.mad,restored,2,2,hald,elm
kad.mad,restored,2,2,hard,hard (vs. soft)
kad.mad,restored,2,2,kard,can
kad.mad,restored,2,2,klad,cloud
kad.mad,restored,2,1,hadal,idle
kad.mad,restored,2,1,halal,permissible
kad.mad,restored,2,1,harad,arid
kad.mad,restored,2,1,haral,convert
kad.mad,restored,2,1,harar,mull
kad.mad,restored,2,1,kadal,cuddle
kad.mad,restored,2,1,kalad,collide
kad.mad,restored,2,1,kalal,scour
kad.mad,held,2,0,hadmar,admire
kad.maf,restored,2,2,kraf,comfort
kad.mag,restored,2,2,krag,node
kad.mak,restored,2,2,hark,arc
kad.mak,restored,2,2,kark,quark
kad.mak,restored,2,2,klak,clock
kad.mak,restored,2,2,krak,crack
kad.mak,restored,2,1,halak,law
kad.man,restored,2,2,halm,hue
kad.man,restored,2,2,klan,claw
kad.man,restored,2,2,kraq,ring (sound)
kad.man,restored,2,1,haran,heron
kad.man,restored,2,1,karan,car
kad.map,restored,2,2,karp,keep
kad.map,restored,2,2,klap,danish a vowel sound
kad.map,restored,2,1,hadap,adapt
kad.mas,restored,2,2,halc,ethnicity
kad.mas,restored,2,2,hals,ice
kad.mas,restored,2,2,kras,cross
kad.mas,restored,2,1,hadas,myrtle
kad.mas,restored,2,1,harac,cultivate
kad.mas,restored,2,1,haras,grip
kad.mas,held,2,0,karmac,karma
kad.mat,restored,2,2,kalt,cult
kad.mat,restored,2,2,kart,crown
kad.mat,restored,2,2,klat,cat
kad.mat,restored,2,1,harat,till
kad.mat,restored,2,1,kadat,succumb
kad.mav,restored,2,1,halav,milk
kad.max,restored,2,2,halx,hair
kad.max,restored,2,2,krax,crash
kad.max,restored,2,1,hadax,lens
kad.max,restored,2,1,harax,dull
kad.maz,restored,2,1,kalaz,equalize
kad.maz,held,2,0,karmaz,carve
kad.mid,restored,2,2,klir,clear
kad.mid,restored,2,2,kred,credit
kad.mid,restored,2,2,krid,liquid
kad.mid,restored,2,1,kadid,helmet
kad.mid,restored,2,1,kalil,scarcity
kad.mid,restored,2,1,karir,career
kad.mif,restored,2,1,halif,suit (clothing)
kad.mif,restored,2,1,kalif,successor
kad.mig,restored,2,1,haleg,dial
kad.mig,restored,2,1,halig,mock
kad.mig,restored,2,1,kalig,colleague
kad.mij,restored,2,1,hadij,ideology
kad.mik,restored,2,2,klek,click
kad.mik,restored,2,2,krek,cake
kad.mik,restored,2,1,karik,query
kad.min,restored,2,2,klin,clean
kad.min,restored,2,2,kliq,k sound
kad.min,restored,2,2,kriq,care
kad.min,restored,2,1,halen,highway
kad.min,restored,2,1,halin,cushy
kad.min,restored,2,1,karin,carry
kad.mip,restored,2,2,krep,crypto
kad.mip,restored,2,1,hadep,adept
kad.mis,restored,2,2,klis,nucleus
kad.mis,restored,2,1,hadic,news
kad.mis,restored,2,1,haris,iris
kad.mis,restored,2,1,kares,caress
kad.mit,restored,2,2,kret,secret
kad.mit,restored,2,1,hadit,audit
kad.mit,restored,2,1,halit,haul
kad.mit,restored,2,1,kalit,leporidae (hare)
kad.miv,restored,2,2,kliv,cave
kad.miv,restored,2,2,krev,crave
kad.miv,restored,2,1,hariv,expand
kad.mix,restored,2,1,karix,shark
kad.mix,held,2,0,hadmix,admission
kad.miz,restored,2,1,halez,always
kad.mub,restored,2,2,klub,kill
kad.mud,restored,2,2,klor,color
kad.mud,restored,2,2,krol,cull
kad.mud,restored,2,1,halud,allude
kad.mud,restored,2,1,halur,allure
kad.mud,restored,2,1,kadol,coddle
kad.mud,restored,2,1,kalor,cower
kad.mud,restored,2,1,kalud,collude
kad.mud,held,2,0,halmor,helm
kad.muf,restored,2,1,hadof,repel
kad.muf,restored,2,1,haluf,option
kad.muk,restored,2,2,klok,quick
kad.muk,restored,2,2,krok,croak
kad.muk,restored,2,1,harok,squeak
kad.muk,restored,2,1,kaluk,trout
kad.mun,restored,2,2,klun,community
kad.mun,restored,2,1,halon,alone
kad.mun,restored,2,1,halun,hyena
kad.mun,restored,2,1,haron,arrow
kad.mut,restored,2,2,klut,cute
kad.mut,restored,2,2,krot,right (vs. wrong)
kad.mux,restored,2,1,kalox,dominate
kad.muz,restored,2,2,kloz,close
kad.muz,restored,2,1,haroz,arouse
kad.nab,held,2,0,karnab,cauliflower
kad.nad,held,2,0,karnal,kernel
kad.naf,held,2,0,karnaf,rhino
kad.nak,held,2,0,harnak,purse
kad.nam,restored,2,2,harq,along
kad.nam,restored,2,2,kaln,kaon
kad.nam,restored,2,1,haram,forbidden/taboo
kad.nim,restored,2,2,klem,claim
kad.nim,restored,2,2,krem,chemical
kad.nit,held,2,0,halnet,alternate
kad.niv,held,2,0,karnev,call off
kad.num,restored,2,2,klum,cue
kad.num,restored,2,2,krom,ohm (measurement)
kad.num,restored,2,1,kadom,precede
kad.num,restored,2,1,karom,heal
kad.vam,restored,2,2,kalv,kelvin
kad.vas,held,2,0,hadvas,advice
kad.vat,held,2,0,hadvat,non-dual
kad.vat,held,2,0,karvat,market
kad.vik,held,2,0,harvik,whale
kad.vun,held,2,0,halvon,hallow
kad.zam,restored,2,2,halz,hell (emphasize surprise)
kad.zud,held,2,0,harCur,rigorous
kad.zun,held,2,0,hadzon,odds
kaf.kaf,held,2,0,kafkaf,flip-flop
kaf.kid,held,2,0,hafkid,deposit
kaf.kid,held,2,0,hafkir,forfeit
kaf.kis,held,2,0,hafkes,efficacy
kaf.mad,restored,2,1,kafar,close oneself off
kaf.maf,restored,2,1,hafaf,huff
kaf.maf,restored,2,1,kafaf,extenuate
kaf.mak,restored,2,1,hafak,production
kaf.man,restored,2,1,hafan,often
kaf.mas,restored,2,1,hafas,fuss
kaf.mat,restored,2,1,hafat,curb
kaf.mid,restored,2,1,hafid,conserve
kaf.mid,restored,2,1,hafil,encourage
kaf.mif,restored,2,1,hafif,congruence (geometry)
kaf.mif,restored,2,1,kafif,subordinate
kaf.mik,restored,2,1,hafik,derive
kaf.nam,restored,2,1,kafam,however
kaf.nut,held,2,0,hafnot,refer
kaj.mud,restored,2,1,hajur,aperture
kaj.mud,restored,2,1,kajul,cashew
kam.ban,held,2,0,kamban,combine
kam.bas,held,2,0,hambas,emboss
kam.bat,held,2,0,kambat,combat
kam.bax,held,2,0,hambax,ambush
kam.bun,restored,2,1,hamon,crowd/mob
kam.bun,restored,2,1,kamon,common
kam.dan,held,2,0,kamran,camera
kam.din,held,2,0,kamdin,comedy
kam.git,restored,2,1,haget,await
kam.gix,restored,2,1,hagix,serve
kam.gud,restored,2,1,hagol,haggle
kam.kab,restored,2,1,hakab,obstacle
kam.kad,restored,2,1,hakar,recognition
kam.kad,restored,2,1,kakal,quell
kam.kam,strained,2,3,hak,hack (work)
kam.kam,restored,2,1,hakam,establish
kam.kan,restored,2,1,hakan,icon
kam.kav,restored,2,1,hakav,heel
kam.kaz,restored,2,1,hakaC,captivate
kam.kid,restored,2,1,hakir,acquaint
kam.kif,restored,2,1,hakif,enforcement
kam.kit,restored,2,1,hakit,acquit
kam.kit,restored,2,1,kakit,oyster
kam.kud,restored,2,1,kakol,cackle
kam.kud,restored,2,1,kakor,basin
kam.kum,restored,2,1,hakom,accompany
kam.kun,restored,2,1,hakun,meadow
kam.kuz,restored,2,1,kakuz,cuckoo
kam.nad,restored,2,1,kamar,gamble
kam.nat,restored,2,1,kamat,flour
kam.nik,restored,2,1,hamik,pelt
kam.nim,restored,2,1,hamem,stun
kam.nis,restored,2,1,hamis,melt
kam.nit,restored,2,1,kamet,comet
kam.nix,restored,2,1,kamix,commission
kam.niz,restored,2,1,hamez,amaze
kam.nus,restored,2,1,hamos,ferret
kam.nus,restored,2,1,hamus,hummus
kam.nut,restored,2,1,hamot,hum
kam.nut,restored,2,1,kamut,commute
kam.nuz,restored,2,1,hamuz,amuse
kam.pad,held,2,0,kampal,compile
kam.pak,held,2,0,kampak,compact
kam.pam,restored,2,2,hamp,ampere (electric current)
kam.pam,restored,2,2,kamp,camp
kam.pan,held,2,0,hampan,hump
kam.pas,held,2,0,kampas,compass
kam.pid,held,2,0,hampid,impede
kam.pid,held,2,0,kampir,compare
kam.pit,held,2,0,kampit,compete
kam.pud,held,2,0,hampor,hamper
kam.put,held,2,0,kamput,computer
kam.puz,held,2,0,kampoz,compose
kam.san,held,2,0,kamsan,thief
kam.tin,held,2,0,kamtiq,committee
kan.bad,held,2,0,hanbal,enable
kan.dag,held,2,0,handag,hound
kan.dag,held,2,0,hanlag,analog
kan.dam,restored,2,2,kand,command
kan.dam,held,2,0,kandam,condemn
kan.dan,held,2,0,handan,bleak
kan.dav,held,2,0,handav,endeavor
kan.dik,held,2,0,haqlek,queue
kan.diz,held,2,0,kandiz,candy
kan.dun,held,2,0,kandon,condone
kan.fad,held,2,0,kanfad,confide
kan.fan,held,2,0,kanfan,confine
kan.fat,held,2,0,kanfat,attitude
kan.fig,held,2,0,kanfig,configure
kan.fud,held,2,0,kanfur,confer
kan.fuz,held,2,0,hanfuz,infuse
kan.gij,held,2,0,haqgej,engage
kan.jud,held,2,0,kanjur,conjure
kan.kid,held,2,0,haqkid,honk
kan.kit,held,2,0,hanket,antiquate
kan.kit,held,2,0,hankit,impose
kan.kud,held,2,0,hankod,encode
kan.kud,held,2,0,kankur,concur
kan.kum,held,2,0,hankom,honeycomb
kan.mak,restored,2,1,hanak,giant
kan.mak,restored,2,1,kaqak,goose
kan.man,restored,2,1,hanan,onion
kan.man,restored,2,1,kanan,canyon
kan.mik,held,2,0,hanmik,diminish
kan.min,restored,2,1,kaniq,cunning
kan.mit,restored,2,1,hanit,initialize
kan.mud,restored,2,1,hanod,annoy
kan.mud,restored,2,1,hanol,annul
kan.muk,restored,2,1,hanuk,dedicate
kan.mun,restored,2,1,hanon,park (vehicle)
kan.mup,restored,2,1,kanop,canopy
kan.mut,restored,2,1,kanot,connotation
kan.pas,held,2,0,hanpas,encompass
kan.sad,held,2,0,kansal,cancel
kan.san,held,2,0,kansan,consign
kan.sid,held,2,0,kansid,concede
kan.sit,held,2,0,kansit,conceit
kan.siv,held,2,0,kansiv,conceive
kan.sud,held,2,0,hansul,ensue
kan.sud,held,2,0,kansol,console
kan.sud,held,2,0,kansur,connoisseur
kan.sun,held,2,0,kansoq,baggy
kan.tam,restored,2,2,hant,hunt
kan.tam,held,2,0,kantam,quantity/quanta
kan.tan,held,2,0,hantan,intertwine
kan.tik,held,2,0,hantik,antique
kan.tin,held,2,0,kanten,contain
kan.tuj,held,2,0,hantoj,haunt
kan.vas,held,2,0,kanvas,canvas
kan.vik,held,2,0,kanvik,convict
kan.vin,held,2,0,kanven,convey
kan.vin,held,2,0,kanvin,convene
kan.vit,held,2,0,hanvit,envy
kan.vup,held,2,0,hanvop,envelope
kan.xan,held,2,0,hanxaq,serene
kan.xim,held,2,0,hanxim,resuscitate
kan.xit,held,2,0,hanxet,initiate
kan.xud,held,2,0,hanxur,insure
kan.zam,restored,2,2,hanz,house
kan.zan,held,2,0,hanzaq,mount
kan.zun,held,2,0,kanzoq,fancy
kap.mad,restored,2,1,hapal,appall
kap.man,restored,2,1,hapan,happen
kap.mid,restored,2,1,hapil,appeal
kap.min,restored,2,1,hapiq,hype
kap.miz,restored,2,1,hapiz,appease
kap.mud,restored,2,1,kapor,concave
kap.mut,restored,2,1,hapot,overlap
kap.mut,restored,2,1,kapot,skim
kap.muz,restored,2,1,hapoz,oppose
kap.sat,held,2,0,hapsat,upset
kap.sud,held,2,0,hapsod,episode
kap.tin,held,2,0,kapten,captain
kap.xam,held,2,0,kapxam,caption
kap.xud,held,2,0,kapxur,capture
kas.kam,restored,2,2,hask,explore
kas.kid,held,2,0,kasked,cascade
kas.kim,held,2,0,haskim,consent
kas.kit,held,2,0,hacket,authenticate
kas.kit,held,2,0,haskit,husk
kas.mad,restored,2,1,hasad,aside
kas.man,restored,2,1,kasan,instant
kas.map,restored,2,1,hasap,convect
kas.mas,restored,2,1,kacac,furniture
kas.mat,restored,2,1,kasat,allot
kas.mid,restored,2,1,hacid,acid
kas.mid,restored,2,1,hasid,piety
kas.mid,restored,2,1,kacir,viscous
kas.mig,restored,2,1,hasig,recall
kas.min,restored,2,1,haseq,assay
kas.min,restored,2,1,hasin,essay
kas.mis,restored,2,1,hases,assess
kas.mis,restored,2,1,hasis,assist
kas.mud,restored,2,1,hacor,author
kas.mud,restored,2,1,hasol,hustle
kas.muf,restored,2,1,hasof,expose
kas.nam,restored,2,1,hasam,placement
kas.num,restored,2,1,hasom,awe
kas.num,restored,2,1,hasum,assume
kas.pix,held,2,0,haspex,especially
kas.pud,held,2,0,haspur,aspire
kas.put,held,2,0,haspot,expert
kas.tam,restored,2,2,kast,cast
kas.tam,held,2,0,kastam,custom
kas.tik,held,2,0,hastek,oust
kas.tik,held,2,0,kastik,caustic
kat.kaf,held,2,0,hatkaf,seizure (taking)
kat.mad,restored,2,1,hatar,attire
kat.mad,restored,2,1,katar,ooze
kat.mak,restored,2,1,hatak,attack
kat.mif,restored,2,1,hatif,advocate
kat.mif,restored,2,1,katif,shoulder
kat.mik,restored,2,1,hatik,transfer
kat.min,restored,2,1,haten,attain
kat.mit,restored,2,1,hatit,pry
kat.miz,restored,2,1,hatiC,festival
kat.miz,restored,2,1,hatiz,squirt
kat.mud,restored,2,1,kator,cruel
kat.mun,restored,2,1,haton,hot
kat.mun,restored,2,1,katoq,cut
kat.mut,restored,2,1,hatot,tilt
kat.nit,held,2,0,katnet,concatenate
kat.num,restored,2,1,hatom,automatic
kat.sap,held,2,0,hatsap,offer
kat.sik,held,2,0,katsek,tip (peak)
kat.xam,restored,2,2,hatx,hole
kat.xik,held,2,0,hatxik,hatch
kat.xip,held,2,0,katxip,chip (block)
kat.xiv,held,2,0,hatxiv,achieve
kat.xud,held,2,0,hatxol,cooperate
kat.xun,held,2,0,hatxuq,estuary
kav.dix,held,2,0,havrix,brush
kav.diz,held,2,0,havriz,shirk
kav.mak,restored,2,1,havak,havoc
kav.mak,restored,2,1,kavak,dust
kav.mas,restored,2,1,havas,obvious
kav.mat,restored,2,1,kavat,caveat
kav.mid,restored,2,1,havid,avid
kav.mid,restored,2,1,kavid,liver
kav.mik,restored,2,1,havik,walrus
kav.mik,restored,2,1,kavik,wolverine
kav.mis,restored,2,1,havis,oblation
kav.mit,restored,2,1,havit,hive
kav.mud,restored,2,1,kavod,honor/respect
kav.mun,restored,2,1,kavon,cavern
kav.mut,restored,2,1,havot,constitute
kax.kix,held,2,0,kaxkix,babble
kax.mad,restored,2,1,kaxad,suspicion
kax.mad,held,2,0,haxmad,extermination
kax.mak,restored,2,1,haxak,launch of new product
kax.mid,restored,2,1,haxir,molt
kax.min,restored,2,1,haxin,lean
kax.min,restored,2,1,kaxiq,cash
kax.mit,held,2,0,haxmit,omit
kax.miv,restored,2,1,haxiv,reply
kax.mud,restored,2,1,haxor,usher
kax.mun,restored,2,1,kaxon,quash
kax.mun,restored,2,1,kaxun,caution
kax.pad,held,2,0,haxpal,humiliation
kax.pak,held,2,0,haxpak,influence
kaz.dif,held,2,0,hazlif,sprinkle
kaz.dik,held,2,0,hazrik,inject
kaz.mad,restored,2,1,kaCal,disposition
kaz.mad,restored,2,1,kazar,return at regular intervals
kaz.man,restored,2,1,haCan,announce
kaz.man,held,2,0,hazman,invitation
kaz.mid,restored,2,1,haCir,cautious
kaz.mif,restored,2,1,hazif,frown
kaz.mif,restored,2,1,kaCif,projectile
kaz.mik,restored,2,1,haCik,proficient
kaz.min,held,2,0,hazmin,invite
kaz.mis,restored,2,1,kazis,piece
kaz.mit,restored,2,1,kazit,facade
kaz.mut,restored,2,1,hazot,rave
kib.max,restored,2,1,hibax,bash
kib.mit,restored,2,1,hibit,inhibit
kib.mit,restored,2,1,kebit,evil
kib.mud,restored,2,1,kibol,quibble
kib.muk,restored,2,1,hibuk,hug
kid.bun,held,2,0,helbon,insult
kid.gat,held,2,0,hirgat,irrigate
kid.jam,restored,2,2,hedj,age
kid.jam,restored,2,2,hidj,polyhedron
kid.jam,restored,2,2,kedj,accept
kid.jut,held,2,0,kedjot,cage
kid.mad,restored,2,1,kilar,cucumber
kid.mak,restored,2,2,hilk,elk
kid.mak,restored,2,1,hilak,elect
kid.mak,restored,2,1,kelak,quail
kid.mak,restored,2,1,kelak,kayak
kid.mak,restored,2,1,kidak,gun
kid.man,restored,2,1,hidan,hidden
kid.mas,restored,2,1,kelas,chaos
kid.mat,restored,2,1,helat,hail (acclaim)
kid.mat,restored,2,1,hilat,elite
kid.mat,restored,2,1,kilat,keel
kid.mav,restored,2,1,hirav,sword
kid.min,restored,2,1,kiden,equidae
kid.mip,restored,2,1,hedip,eddy
kid.mit,restored,2,1,helet,determine
kid.mud,restored,2,1,hilud,elude
kid.mud,restored,2,1,hilul,desecrate
kid.mud,restored,2,1,hirod,erode
kid.muf,restored,2,1,hiluf,replace
kid.muk,restored,2,1,hiluk,partition
kid.mut,restored,2,1,hidot,idiot
kid.mut,restored,2,1,hirut,hire
kid.muv,restored,2,1,kiluv,obligate
kid.nam,restored,2,2,kirn,cure
kid.nam,restored,2,1,hiram,flounder (fish)
kid.nap,held,2,0,kidnap,kidnap
kid.num,restored,2,1,hirum,emergency
kid.num,restored,2,1,kidum,promotion
kif.mad,restored,2,1,kifal,crease
kif.muz,restored,2,1,hifuz,effusion
kij.man,restored,2,1,kejan,occasion
kij.mun,restored,2,1,kijon,cajole
kim.bam,held,2,0,hembam,embalm
kim.ban,restored,2,1,hemaq,hem
kim.bun,restored,2,1,hemun,confidence
kim.gad,restored,2,1,higar,eager
kim.gat,restored,2,1,hegat,egg
kim.gut,restored,2,1,higot,ego
kim.guz,restored,2,1,higoz,vanish
kim.kab,restored,2,1,kikab,maple (tree)
kim.kad,restored,2,1,hikal,hall
kim.kad,restored,2,1,kikar,plaza
kim.kam,strained,2,3,hek,hour
kim.kam,strained,2,3,hik,hike
kim.kam,strained,2,3,kek,agree
kim.kam,strained,2,3,kik,kick
kim.kan,restored,2,1,hikan,squid
kim.kid,restored,2,1,hekir,characteristic
kim.kip,restored,2,1,hikep,equip
kim.kip,restored,2,1,kekep,harsh
kim.kun,restored,2,1,kikuq,finch (bird)
kim.nat,restored,2,1,himat,emit
kim.nix,restored,2,1,himex,emission
kim.nux,restored,2,1,himux,ammunition
kim.pad,held,2,0,himpal,impale
kim.pak,held,2,0,himpak,impact
kim.pas,held,2,0,hempac,empathy
kim.sin,held,2,0,himsiq,invent
kin.bam,restored,2,1,kinam,lamentation
kin.dak,held,2,0,hindak,induct
kin.dan,held,2,0,hinlaq,inlay
kin.dik,held,2,0,henrik,henry (measurement)
kin.din,held,2,0,kendiq,approve
kin.dus,held,2,0,hendus,induce
kin.fik,held,2,0,hinfek,infect
kin.fis,held,2,0,hinfes,interface
kin.fud,held,2,0,hinfur,infer
kin.kad,held,2,0,hinkar,inquire
kin.kam,restored,2,2,heqk,angry
kin.kam,restored,2,2,kiqk,10^15
kin.kam,held,2,0,hiqkam,income
kin.kub,held,2,0,hiqkub,incubate
kin.kud,held,2,0,heqkor,anchor
kin.kud,held,2,0,hinkor,incur
kin.mak,restored,2,1,hinak,enact
kin.man,restored,2,1,kenan,canidae
kin.mas,restored,2,1,henas,anus
kin.mat,restored,2,1,kenat,kin
kin.mat,restored,2,1,kinat,louse
kin.muf,restored,2,1,hinuf,enough
kin.mus,restored,2,1,kenos,rape
kin.sab,held,2,0,hinsab,inhabit
kin.sad,held,2,0,hinsal,inhale
kin.sud,held,2,0,heqsur,hang out
kin.tam,restored,2,2,hint,hint
kin.tas,held,2,0,hentas,entice
kin.tin,held,2,0,hinten,intend
kin.vit,held,2,0,hinvet,innovate
kin.vuk,held,2,0,hinvok,invoke
kin.vun,held,2,0,heqvun,hang on
kin.vus,held,2,0,hinvos,invoice
kin.xad,held,2,0,hinxal,initial (beginning)
kip.mad,restored,2,1,kepal,capable
kip.man,restored,2,1,hipan,hip
kip.man,restored,2,1,kipan,ghast
kip.min,restored,2,1,hepin,hippie
kip.mud,restored,2,1,hipul,impel
kip.mud,restored,2,1,kipod,hedgehog
kip.sam,restored,2,2,heps,ape
kip.taz,held,2,0,hiptaz,hypnotize
kis.kip,held,2,0,hiskep,escape
kis.mad,restored,2,1,hicar,aether
kis.mak,restored,2,1,kisak,kiss
kis.min,restored,2,1,hesin,hasten
kis.mud,restored,2,1,hisul,eliminate
kis.nup,held,2,0,hesnop,hail (snow)
kis.pik,held,2,0,hispik,suffice
kit.kaf,held,2,0,hitkaf,spasm
kit.kat,held,2,0,hitkat,ingratiate
kit.mak,restored,2,1,hitak,thrust
kit.man,restored,2,1,hetaq,hate
kit.mit,held,2,0,hitmet,intimate
kit.mud,restored,2,1,ketor,cater
kit.muk,restored,2,1,hituk,bisect
kit.pak,held,2,0,hitpak,explode
kit.sif,held,2,0,ketsef,sequence
kit.xam,held,2,0,hetxam,yawn
kit.xam,held,2,0,kitxam,kitchen
kit.xin,held,2,0,hitxiq,hitch
kit.xud,held,2,0,ketxul,demand
kiv.mad,restored,2,1,hivad,slave
kiv.mad,restored,2,1,kival,isolation
kiv.mad,restored,2,1,kivar,quiver (shake)
kiv.mik,restored,2,1,hivik,heave
kiv.miz,restored,2,1,heviz,aves (birds)
kiv.mud,restored,2,1,hevor,behavior
kiv.mud,restored,2,1,kevur,grave
kiv.muk,restored,2,1,hivok,evoke
kiv.mux,restored,2,1,hivux,rustle
kix.kud,held,2,0,hixkol,cluster
kix.mad,restored,2,1,kixar,knot
kix.mut,restored,2,1,kixut,decorate
kix.puz,held,2,0,hixpuz,hospital
