kind,english,chinese,morphemes,en_opaque,zh_gloss
mineral,grattarolaite,格磷铁石,4,1,"pattern phosphorus iron stone"
mineral,grechishchevite,卤硫汞矿,4,1,"salt sulfur mercury mine"
mineral,greenockite,硫鎘礦,3,1,"sulfur cadmium mineral deposit"
mineral,gregoryite,格碳鈉石,4,1,"pattern carbon sodium stone"
mineral,greigite,硫複鐵礦,4,1,"sulfur lined garment iron mineral deposit"
mineral,griceite,葛氟锂石,4,1,"edible bean fluorine lithium stone"
mineral,grimaldiite,三方羟铬矿,5,1,"three a square hydroxide chromium mine"
mineral,groatite,磷钠钙锰石,5,1,"phosphorus sodium calcium manganese stone"
mineral,grossite,陨铝钙石,4,1,"fall aluminum calcium stone"
mineral,grossular,鈣鋁榴石,4,1,"calcium aluminium pomegranate stone"
mineral,groutite,斜方水锰矿,5,1,"slanting a square water manganese mine"
mineral,grunerite,铁闪石,3,1,"iron flash stone"
mineral,gruzdevite,顾硫锑汞铜矿,6,1,"look back sulfur antimony mercury copper mine"
mineral,guanajuatite,硒铋矿,3,1,"selenium bismuth mine"
mineral,guarinoite,瓜里诺石,4,1,"melon inside promise stone"
mineral,guettardite,格硫锑铅矿,5,1,"pattern sulfur antimony lead mine"
mineral,guildite,四水铜铁矾,5,1,"four water copper iron alum"
mineral,gunningite,水锌矾,3,1,"water zinc alum"
mineral,gypsum,石膏,2,0,"stone grease"
mineral,gysinite-(La),碳铅镧矿,4,0,"carbon lead lanthanum mine"
mineral,gysinite-(Nd),碳铅钕石,4,0,"carbon lead neodymium stone"
mineral,haapalaite,叠镁硫镍矿,5,1,"pile magnesium sulfur nickel mine"
mineral,haggertyite,哈格蒂矿,4,1,"sound of laughter pattern peduncle or stem of plants mine"
mineral,haidingerite,砷钙石,3,1,"arsenic calcium stone"
mineral,hakite subgroup,硒黝铜矿,4,0,"selenium black copper mine"
mineral,halite,石鹽,2,0,"stone salt"
mineral,hallimondite,三斜砷铅铀矿,6,1,"three slanting arsenic lead uranium mine"
mineral,halloysite,禾樂石,3,1,"grain still on stalk music stone"
mineral,hambergite,硼铍石,3,1,"borax a needle used in Chinese medicine stone"
mineral,hanawaltite,氯汞矿,3,1,"chlorine mercury mine"
mineral,hancockite,铅黝帘石,4,1,"lead black flag-sign of a tavern stone"
mineral,hanksite,碳酸芒硝,4,1,"carbon acid Miscanthus sinensis saltpeter"
mineral,hapkeite,哈普克石,4,1,"sound of laughter universal gram stone"
mineral,harkerite,碳硼硅镁钙石,6,1,"carbon borax silicon magnesium calcium stone"
mineral,harrisonite,哈里森石,4,1,"sound of laughter inside forest stone"
mineral,hatchite,硫砷铊银铅矿,6,1,"sulfur arsenic a short spear silver lead mine"
mineral,hauckite,羟碳铁镁锌矾,6,1,"hydroxide carbon iron magnesium zinc alum"
mineral,hauerite,褐硫锰矿,4,1,"coarse woolen cloth sulfur manganese mine"
mineral,hausmannite,黑锰矿,3,1,"black manganese mine"
mineral,hawleyite,方硫镉矿,4,1,"a square sulfur cadmium mine"
mineral,hawthorneite,钡钛铁铬矿,5,1,"barium titanium iron chromium mine"
mineral,hazenite,水磷钠钾镁石,6,1,"water phosphorus sodium potassium magnesium stone"
mineral,haüyne,蓝方石,3,1,"blue a square stone"
mineral,hectorite,鋰蒙脫石黏土,6,1,"lithium cover take off stone stick to soil"
mineral,hedenbergite,钙铁辉石,4,1,"calcium iron brightness stone"
mineral,heidornite,氯硫硼钠钙石,6,1,"chlorine sulfur borax sodium calcium stone"
mineral,heinrichite,钡砷铀云母,5,1,"barium arsenic uranium cloud female elders"
mineral,hejtmanite,海特曼石,4,1,"sea special long stone"
mineral,hellandite-(Y),硼硅钇钙石,5,0,"borax silicon yttrium calcium stone"
mineral,hematite,赤铁矿,3,0,"red iron mine"
mineral,hemimorphite,異極礦,3,1,"different ridgepole mineral deposit"
mineral,hendersonite,复钒钙石,4,1,"repeat vanadium calcium stone"
mineral,hendricksite,锌云母,3,1,"zinc cloud female elders"
mineral,heneuite,碳磷钙镁石,5,1,"carbon phosphorus calcium magnesium stone"
mineral,hennomartinite,亨诺马丁石,5,1,"smoothly promise horse male adult stone"
mineral,henryite,碲银铜矿,4,1,"tellurium silver copper mine"
mineral,herbertsmithite,赫伯特史密斯石,7,1,"bright older brother special history dense this stone"
mineral,herderite,磷铍钙石,4,1,"phosphorus a needle used in Chinese medicine calcium stone"
mineral,hessite,碲银矿,3,1,"tellurium silver mine"
mineral,heulandite-Ba,钡片沸石,4,0,"barium piece boil stone"
mineral,heulandite-Ca,钙片沸石,4,0,"calcium piece boil stone"
mineral,heulandite-K,钾片沸石,4,0,"potassium piece boil stone"
mineral,heulandite-Na,钠片沸石,4,0,"sodium piece boil stone"
mineral,heulandite-Sr,锶片沸石,4,0,"strontium piece boil stone"
mineral,heyite,钒铁铅矿,4,1,"vanadium iron lead mine"
mineral,hezuolinite,何作霖石,4,1,"what work long spell of rain stone"
mineral,hibonite,黑铝钙石,4,1,"black aluminum calcium stone"
mineral,hibschite,水钙铝榴石,5,1,"water calcium aluminum pomegranate stone"
mineral,hilgardite,水氯硼鈣石,5,1,"water chlorine borax calcium stone"
mineral,hillebrandite,针硅钙石,4,1,"needle silicon calcium stone"
mineral,hillite,水磷锌钙石,5,1,"water phosphorus zinc calcium stone"
mineral,hiortdahlite,希硅锆钠钙石,6,1,"rare silicon zirconium sodium calcium stone"
mineral,hisingerite,水硅铁石,4,1,"water silicon iron stone"
mineral,hodgkinsonite,硅锰锌矿,4,1,"silicon manganese zinc mine"
mineral,hoelite,烟晶石,3,1,"smoke clear stone"
mineral,hokkaidoite,北海道石,4,1,"north sea path stone"
mineral,holdawayite,霍尔达维石,5,1,"quickly you arrive at maintain stone"
mineral,holdenite,红砷锌锰矿,5,1,"red arsenic zinc manganese mine"
mineral,hollandite,锰钡矿,3,1,"manganese barium mine"
mineral,holmquistite,锂闪石,3,1,"lithium flash stone"
mineral,holtite,锑线石,3,1,"antimony line stone"
mineral,honessite,铁镍矾,3,1,"iron nickel alum"
mineral,hongshiite,红石矿,3,1,"red stone mine"
mineral,howardevansite,钒钠铜铁矿,5,1,"vanadium sodium copper iron mine"
mineral,howieite,硅铁锰钠石,5,1,"silicon iron manganese sodium stone"
mineral,howlite,羟硅硼钙石,5,1,"hydroxide silicon borax calcium stone"
mineral,huangite,黄钙铝矾,4,1,"yellow calcium aluminum alum"
mineral,hulsite,黑硼锡铁矿,5,1,"black borax tin iron mine"
mineral,humite,矽鎂石,3,1,"silicon magnesium stone"
mineral,hungchaoite,章氏硼镁石,5,1,"chapter clan borax magnesium stone"
mineral,hurlbutite,磷钙铍石,4,1,"phosphorus calcium a needle used in Chinese medicine stone"
mineral,hutchinsonite,硫砷铊铅矿,5,1,"sulfur arsenic a short spear lead mine"
mineral,huttonite,斜钍石,3,1,"slanting thorium stone"
mineral,hyalophane,钡冰长石,4,1,"barium ice long stone"
mineral,hydroglauberite,水钙芒硝,4,1,"water calcium Miscanthus sinensis saltpeter"
mineral,hydrohonessite,水铁镍矾,4,1,"water iron nickel alum"
mineral,hydromagnesite,水菱镁石,4,1,"water water-chestnut magnesium stone"
mineral,hydrotalcite,水滑石,3,1,"water slip stone"
mineral,hydroxycancrinite,羟钙霞石,4,1,"hydroxide calcium rosy clouds stone"
mineral,hydroxylapatite,羥磷灰石,4,1,"hydroxy group phosphorus ash stone"
mineral,hydroxylellestadite,羟硅磷灰石,5,1,"hydroxide silicon phosphorus ash stone"
mineral,hydrozincite,水锌矿,3,1,"water zinc mine"
mineral,håleniusite-(La),氟铈镧石,4,0,"fluorine cerium lanthanum stone"
mineral,hübnerite,鎢錳礦,3,1,"tungsten manganese mineral deposit"
mineral,hügelite,砷铅铀矿,4,1,"arsenic lead uranium mine"
mineral,icosahedrite,二十面体石,5,1,"two ten face body stone"
mineral,idrialite,綠地蠟,3,1,"green earth wax"
mineral,iimoriite-(Y),羟硅钇石,4,0,"hydroxide silicon yttrium stone"
mineral,ikaite,六水碳钙石,5,1,"six water carbon calcium stone"
mineral,ilesite,四水锰矾,4,1,"four water manganese alum"
mineral,ilmenite,钛铁矿,3,1,"titanium iron mine"
mineral,ilsemannite,蓝钼矿,3,1,"blue molybdenum mine"
mineral,iltisite,氯硫溴银汞矿,6,1,"chlorine sulfur bromine silver mercury mine"
mineral,ilvaite,黑柱石,3,1,"black pillar stone"
mineral,imhofite,硫砷铜铊矿,5,1,"sulfur arsenic copper a short spear mine"
mineral,indite,硫铟铁矿,4,1,"sulfur indium iron mine"
mineral,ingersonite,殷格生矿,4,1,"many pattern life mine"
mineral,jacobsite,锰铁矿,3,1,"manganese iron mine"
mineral,jacquesdietrichite,羟硼铜石,4,1,"hydroxide borax copper stone"
mineral,jadeite,翡翠,2,1,"kingfisher color green"
mineral,jaffeite,佳羟硅钙石,5,1,"good hydroxide silicon calcium stone"
mineral,jahnsite-(CaMnFe),磷铁锰钙石,5,0,"phosphorus iron manganese calcium stone"
mineral,jahnsite-(CaMnMg),磷铁镁锰钙石,6,0,"phosphorus iron magnesium manganese calcium stone"
mineral,jahnsite-(CaMnMn),磷锰锰钙石,5,0,"phosphorus manganese manganese calcium stone"
mineral,jahnsite-(MnMnMn),磷铁富锰石,5,0,"phosphorus iron rich manganese stone"
mineral,jamesonite,脆硫锑铅矿,5,1,"crisp sulfur antimony lead mine"
mineral,janggunite,将军石,3,1,"will army stone"
mineral,janhaugite,硅钛锰钠石,5,1,"silicon titanium manganese sodium stone"
mineral,jarosewichite,水砷锰矿,4,1,"water arsenic manganese mine"
mineral,jarosite,黃鉀鐵礬,4,1,"yellow potassium iron alum"
mineral,jaskólskiite,硫锑铋铜矿,5,1,"sulfur antimony bismuth copper mine"
mineral,jasmundite,约硫硅钙石,5,1,"treaty sulfur silicon calcium stone"
mineral,jeanbandyite,津羟锡铁矿,5,1,"ferry hydroxide tin iron mine"
mineral,jennite,羟硅钠钙石,5,1,"hydroxide silicon sodium calcium stone"
mineral,jentschite,詹硫砷锑铅铊矿,7,1,"talk too much sulfur arsenic antimony lead a short spear mine"
mineral,jeppeite,钾钛石,3,1,"potassium titanium stone"
mineral,jeremejevite,硼鋁石,3,1,"borax aluminium stone"
mineral,jerrygibbsite,羟硅锰石,4,1,"hydroxide silicon manganese stone"
mineral,jimthompsonite,镁川石,3,1,"magnesium river stone"
mineral,joesmithite,铅铍闪石,4,1,"lead a needle used in Chinese medicine flash stone"
mineral,johannite,铜铀矾,3,1,"copper uranium alum"
mineral,johannsenite,钙锰辉石,4,1,"calcium manganese brightness stone"
mineral,johnbaumite,羟砷钙石,4,1,"hydroxide arsenic calcium stone"
mineral,johninnesite,砷硅钠镁锰石,6,1,"arsenic silicon sodium magnesium manganese stone"
mineral,johnsomervilleite,磷铁镁钙钠石,6,1,"phosphorus iron magnesium calcium sodium stone"
mineral,johnwalkite,磷铌锰钾石,5,1,"phosphorus niobium manganese potassium stone"
mineral,joliotite,碳铀矿,3,1,"carbon uranium mine"
mineral,jolliffeite,硒砷镍矿,4,1,"selenium arsenic nickel mine"
mineral,jonesite,硅钛钡钾石,5,1,"silicon titanium barium potassium stone"
mineral,jordanite,约硫砷铅矿,5,1,"treaty sulfur arsenic lead mine"
mineral,jordisite,胶硫钼矿,4,1,"gum sulfur molybdenum mine"
mineral,jouravskite,硫碳钙锰石,5,1,"sulfur carbon calcium manganese stone"
mineral,juanitaite,水羟砷铋铜石,6,1,"water hydroxide arsenic bismuth copper stone"
mineral,junitoite,水硅锌钙石,5,1,"water silicon zinc calcium stone"
mineral,jurbanite,斜铝矾,3,1,"slanting aluminum alum"
mineral,jôkokuite,上国石,3,1,"up nation stone"
mineral,kaersutite,钛闪石,3,1,"titanium flash stone"
mineral,kainite,钾盐镁矾,4,1,"potassium salt magnesium alum"
mineral,kalsilite,六方鉀霞石,5,1,"six a square potassium rosy clouds stone"
mineral,kamacite,錐紋石,3,1,"awl line stone"
mineral,kaolinite,高嶺石,3,1,"high mountain whose peak is accessible by road stone"
mineral,karelianite,三方氧钒矿,5,1,"three a square oxygen vanadium mine"
mineral,katophorite,红钠闪石,4,1,"red sodium flash stone"
mineral,keatite,热液石英,4,1,"hot liquid stone petal"
mineral,kermesite,红锑矿,3,1,"red antimony mine"
mineral,kernite,四水硼砂,4,1,"four water borax pebbles"
mineral,kieserite,水鎂礬,3,1,"water magnesium alum"
mineral,krennerite,白碲金银矿,5,1,"white tellurium gold silver mine"
mineral,kutnohorite,錳白雲石,4,1,"manganese white cloud stone"
mineral,kyanite,藍晶石,3,1,"blue clear stone"
mineral,kësterite,铜锌锡硫,4,1,"copper zinc tin sulfur"
mineral,labradorite,拉長石,3,1,"pull long stone"
mineral,lanarkite,黃鉛礦,3,1,"yellow lead mineral deposit"
mineral,lanthanite-(La),镧石-(La),2,0,"lanthanum stone"
mineral,laurite,硫钌矿,3,1,"sulfur ruthenium mine"
mineral,lawsonite,硬柱石,3,1,"hard pillar stone"
mineral,lazulite,天蓝石,3,1,"sky blue stone"
mineral,lazurite,青金石,3,1,"blue gold stone"
mineral,leadamalgam,鉛汞齊,3,1,"lead mercury even"
mineral,lechatelierite,焦石英,3,1,"burned stone petal"
mineral,leifite,白針柱石,4,1,"white needle pillar stone"
mineral,lepidocrocite,纤铁矿,3,1,"tow line iron mine"
mineral,leucite,白榴石,3,1,"white pomegranate stone"
mineral,leucophanite,白鈹石,3,1,"white beryllium stone"
mineral,leucophoenicite,淡硅锰石,4,1,"weak silicon manganese stone"
mineral,libethenite,磷銅礦,3,1,"phosphorus copper mineral deposit"
mineral,linarite,青鉛礦,3,1,"blue lead mineral deposit"
mineral,lingunite,玲根石,3,1,"tinkling of jade root stone"
mineral,linnaeite,硫鈷礦,3,1,"sulfur cobalt mineral deposit"
mineral,linzhiite,林芝矿,3,1,"forest sesame mine"
mineral,lipuite,李璞硅锰矿,5,1,"plum unpolished gem silicon manganese mine"
mineral,lishizhenite,李时珍石,4,1,"plum time precious stone"
mineral,lisiguangite,李四光矿,4,1,"plum four light mine"
mineral,litharge,密陀僧,3,1,"dense steep bank Buddhist priest"
mineral,livingstonite,硫锑汞矿,4,1,"sulfur antimony mercury mine"
mineral,lizardite,板蛇纹石,4,1,"plank snake line stone"
mineral,lonsdaleite,藍絲黛爾石,5,1,"blue silk blacken eyebrows you stone"
mineral,loparite,鈰鈣鈦礦,4,1,"cerium calcium titanium mineral deposit"
mineral,lorenzenite,矽鈉鈦礦,4,1,"silicon sodium titanium mineral deposit"
mineral,lorándite,红铊矿,3,1,"red a short spear mine"
mineral,luanshiweiite,栾锂云母,4,1,"name of tree lithium cloud female elders"
mineral,ludlamite,板磷鐵礦,4,1,"plank phosphorus iron mineral deposit"
mineral,ludwigite,硼镁铁矿,4,1,"borax magnesium iron mine"
mineral,luobusaite,罗布莎矿,4,1,"net for catching birds cloth kind of sedge grass mine"
mineral,luogufengite,罗氏铁矿,4,1,"net for catching birds clan iron mine"
mineral,luzonite,呂宋銅礦,4,1,"spine Song dynasty copper mineral deposit"
mineral,lópezite,鉻鉀礦,3,1,"chromium potassium mineral deposit"
mineral,löllingite,斜方砷铁矿,5,1,"slanting a square arsenic iron mine"
mineral,maghemite,磁赤铁矿,4,1,"magnetic red iron mine"
mineral,magnesio-arfvedsonite,镁亚铁钠闪石,6,0,"magnesium Asia iron sodium flash stone"
mineral,magnesio-fluoro-arfvedsonite,氟镁钠铁闪石,6,0,"fluorine magnesium sodium iron flash stone"
mineral,magnesiohulsite,黑硼锡镁矿,5,1,"black borax tin magnesium mine"
mineral,magnesiotaaffeite-2N'2S,塔菲石,3,0,"tower fragrant stone"
mineral,magnesiozippeite,水镁铀矾,4,1,"water magnesium uranium alum"
mineral,magnesite,菱鎂礦,3,1,"water-chestnut magnesium mineral deposit"
mineral,magnetite,磁鐵礦,3,0,"magnetic iron mineral deposit"
mineral,majorite,鎂質石榴子石,6,1,"magnesium matter stone pomegranate offspring stone"
mineral,malachite,碱式碳酸铜,5,1,"alkaline style carbon acid copper"
mineral,manganbabingtonite,硅锰灰石,4,1,"silicon manganese ash stone"
mineral,manganbelyankinite,铌钛锰石,4,1,"niobium titanium manganese stone"
mineral,manganberzeliite,锰黄砷榴石,5,1,"manganese yellow arsenic pomegranate stone"
mineral,mangangordonite,磷锰铝石,4,1,"phosphorus manganese aluminum stone"
mineral,manganite,水锰矿,3,1,"water manganese mine"
mineral,mangano-mangani-ungarettiite,锰钠闪石,4,0,"manganese sodium flash stone"
mineral,manganosite,方锰矿,3,1,"a square manganese mine"
mineral,marcasite,白铁矿,3,1,"white iron mine"
mineral,margarite,珍珠云母,4,1,"precious precious stone cloud female elders"
mineral,marialite,鈉柱石,3,1,"sodium pillar stone"
mineral,massicot,黄丹 (矿物),4,1,"yellow cinnabar mine thing"
mineral,matlockite,氟氯铅矿,4,1,"fluorine chlorine lead mine"
mineral,mayingite,马营矿,3,1,"horse encampment mine"
mineral,meionite,钙柱石,3,1,"calcium pillar stone"
mineral,melanophlogite,硫方英石,4,1,"sulfur a square petal stone"
mineral,melanterite,水绿矾,3,1,"water green alum"
mineral,melilite,黃長石,3,1,"yellow long stone"
mineral,mellite,蜜石,2,1,"sweet stone"
mineral,mengxianminite,孟宪民石,4,1,"first in series constitution people stone"
mineral,mesolite,中沸石,3,1,"central boil stone"
mineral,metacinnabar,黑辰砂,3,1,"black early morning pebbles"
mineral,metadelrioite,变水钒锶钙矿,6,1,"change water vanadium strontium calcium mine"
mineral,metaheinrichite,变钡砷铀云母,6,1,"change barium arsenic uranium cloud female elders"
mineral,metahewettite,变针钒钙石,5,1,"change needle vanadium calcium stone"
mineral,metavandendriesscheite,变橙黄铀矿,5,1,"change orange tree yellow uranium mine"
mineral,metavivianite,三斜藍鐵礦,5,1,"three slanting blue iron mineral deposit"
mineral,metazellerite,变碳钙铀矿,5,1,"change carbon calcium uranium mine"
mineral,metazeunerite,变铜砷铀云母,6,1,"change copper arsenic uranium cloud female elders"
mineral,microcline,微斜長石,4,1,"small slanting long stone"
mineral,microlite,细晶石,3,1,"fine clear stone"
mineral,milarite,整柱石,3,1,"all pillar stone"
mineral,millerite,针镍,2,1,"needle nickel"
mineral,mimetite,砷铅矿,3,1,"arsenic lead mine"
mineral,minium,铅丹,2,1,"lead cinnabar"
mineral,minrecordite,锌白云石,4,1,"zinc white cloud stone"
mineral,mirabilite,芒硝,2,1,"Miscanthus sinensis saltpeter"
mineral,mixite,砷铋铜石,4,1,"arsenic bismuth copper stone"
mineral,mogánite,莫甘石,3,1,"do not sweetness stone"
mineral,moissanite,莫桑石,3,1,"do not mulberry tree stone"
mineral,molybdenite,辉钼矿,3,1,"brightness molybdenum mine"
mineral,monazite-(La),鑭獨居石,4,0,"having a gleaming appearance alone live stone"
mineral,monazite-(Sm),釤獨居石,4,0,"samarium alone live stone"
mineral,monticellite,錳鎂橄欖石,5,1,"manganese magnesium olive olive stone"
mineral,montmorillonite,蒙脫石,3,1,"cover take off stone"
mineral,montroydite,橙汞矿,3,1,"orange tree mercury mine"
mineral,mordenite,丝光沸石,4,1,"fine thread light boil stone"
mineral,mosandrite-(Ce),褐硅铈矿,4,0,"coarse woolen cloth silicon cerium mine"
mineral,mottramite,钒铜铅矿,4,1,"vanadium copper lead mine"
mineral,mullite,莫來石,3,1,"do not come stone"
mineral,muscovite,白雲母,3,1,"white cloud female elders"
mineral,nacrite,珍珠石,3,1,"precious precious stone stone"
mineral,nagyágite,葉碲礦,3,1,"leaf tellurium mineral deposit"
mineral,nahcolite,重碳钠盐,4,1,"heavy carbon sodium salt"
mineral,naquite,那曲矿,3,1,"that crooked mine"
mineral,narsarsukite,短柱石,3,1,"short pillar stone"
mineral,native copper,天然銅,3,0,"sky yes copper"
mineral,natrolite,鈉沸石,3,1,"sodium boil stone"
mineral,natron,天然碳酸钠,5,1,"sky yes carbon acid sodium"
mineral,nepheline,霞石,2,1,"rosy clouds stone"
mineral,neptunite,柱星葉石,4,1,"pillar star leaf stone"
mineral,newberyite,镁磷石,3,1,"magnesium phosphorus stone"
mineral,nickelbischofite,水氯镍石,4,1,"water chlorine nickel stone"
mineral,nickelblödite,钠镍矾,3,1,"sodium nickel alum"
mineral,nickelboussingaultite,六水铵镍矾,5,1,"six water ammonium nickel alum"
mineral,nickeline,紅砷鎳礦,4,1,"red arsenic nickel mineral deposit"
mineral,nickelphosphide,磷化镍,3,1,"phosphorus change nickel"
mineral,nickelzippeite,水镍铀矾,4,1,"water nickel uranium alum"
mineral,niningerite,硫镁矿,3,1,"sulfur magnesium mine"
mineral,niobobaotite,铌包头矿,4,1,"niobium pack head mine"
mineral,nioboholtite,Nioboholtite,0,1,""
mineral,nitratine,钠硝石,3,1,"sodium saltpeter stone"
mineral,nitre,硝石,2,1,"saltpeter stone"
mineral,norbergite,块硅镁石,4,1,"piece silicon magnesium stone"
mineral,nosean,黝方石,3,1,"black a square stone"
mineral,népouite,蜥蛇紋石,4,1,"lizard snake line stone"
mineral,oligoclase,奧長石,3,1,"southwest corner of a room long stone"
mineral,olivenite,橄榄铜矿,4,1,"olive olive copper mine"
mineral,olsacherite,奥尔萨切石,5,1,"mysterious you Buddhist gods or immortals cut stone"
mineral,opal,蛋白石,3,0,"egg white stone"
mineral,oregonite,砷铁镍,3,1,"arsenic iron nickel"
mineral,orpiment,雌黃,2,1,"female yellow"
mineral,orthoclase,正長石,3,1,"upright long stone"
mineral,painite,铝硼锆钙石,5,1,"aluminum borax zirconium calcium stone"
mineral,palygorskite,坡缕石,3,1,"slope thread stone"
mineral,panguite,盤古石,3,1,"tray old stone"
mineral,papagoite,硅铝铜钙石,5,1,"silicon aluminum copper calcium stone"
mineral,parabrandtite,副砷锰钙石,5,1,"assist arsenic manganese calcium stone"
mineral,parabutlerite,副基铁矾,4,1,"assist foundation iron alum"
mineral,pararealgar,四硫化四砷,5,1,"four sulfur change four arsenic"
mineral,paratacamite,副氯銅礦,4,1,"assist chlorine copper mineral deposit"
mineral,pargasite,韭闪石,3,1,"scallion flash stone"
mineral,parisite-(Ce),氟碳鈰鈣石,5,0,"fluorine carbon cerium calcium stone"
mineral,pauladamsite,保罗亚当斯石,6,1,"protect net for catching birds Asia while this stone"
mineral,pectolite,针钠钙石,4,1,"needle sodium calcium stone"
mineral,pentagonite,五角石,3,1,"five horn stone"
mineral,pentlandite,鎳黃鐵礦,4,1,"nickel yellow iron mineral deposit"
mineral,periclase,方镁石,3,1,"a square magnesium stone"
mineral,perovskite,鈣鈦礦,3,1,"calcium titanium mineral deposit"
mineral,petalite,葉長石,3,1,"leaf long stone"
mineral,petzite,碲金銀礦,4,1,"tellurium gold silver mineral deposit"
mineral,pezzottaite-(Cs),銫柱石,3,0,"caesium pillar stone"
mineral,pharmacolite,毒石,2,1,"poison stone"
mineral,pharmacosiderite,毒铁石,3,1,"poison iron stone"
mineral,phenakite,硅铍石,3,1,"silicon a needle used in Chinese medicine stone"
mineral,phlogopite,金云母,3,1,"gold cloud female elders"
mineral,phoenicochroite,铬红矿,3,1,"chromium red mine"
mineral,phosphophyllite,磷叶石,3,1,"phosphorus leaf stone"
mineral,picromerite,软钾镁矾,4,1,"soft potassium magnesium alum"
mineral,pigeonite,易變輝石,4,1,"change change brightness stone"
mineral,piypite,綠銅鉀石,4,1,"green copper potassium stone"
mineral,pollucite,铯榴石,3,1,"caesium/cesium pomegranate stone"
mineral,polybasite,多基银,3,1,"many foundation silver"
mineral,polydymite,輝鎳礦,3,1,"brightness nickel mineral deposit"
mineral,polyhalite,杂卤石,3,1,"mixed salt stone"
mineral,portlandite,羟钙石,3,1,"hydroxide calcium stone"
mineral,powellite,鉬鈣礦,3,1,"molybdenum calcium mineral deposit"
mineral,prehnite,葡萄石,3,1,"grapes grapes stone"
mineral,proustite,淡红银矿,4,1,"weak red silver mine"
mineral,pseudobrookite,假板钛矿,4,1,"falsehood plank titanium mine"
mineral,purpurite,紫磷鐵錳礦,5,1,"purple phosphorus iron manganese mineral deposit"
mineral,pyrargyrite,浓红银矿,4,1,"thick red silver mine"
mineral,pyrite,黄铁矿,3,0,"yellow iron mine"
mineral,pyrolusite,软锰矿,3,1,"soft manganese mine"
mineral,pyromorphite,磷氯鉛礦,4,1,"phosphorus chlorine lead mineral deposit"
mineral,pyrope,紅榴石,3,1,"red pomegranate stone"
mineral,pyrophyllite,叶蜡石,3,1,"leaf wax stone"
mineral,pyroxferroite,三斜鐵輝石,5,1,"three slanting iron brightness stone"
mineral,pyrrhotite,磁黃鐵礦,4,1,"magnetic yellow iron mineral deposit"
mineral,qingsongite,青松矿,3,1,"blue fir tree mine"
mineral,quadridavyne,异构钾钙霞石,6,1,"different frame potassium calcium rosy clouds stone"
mineral,quartz,石英,2,0,"stone petal"
mineral,quenstedtite,紫铁矾,3,1,"purple iron alum"
mineral,qusongite,曲松矿,3,1,"crooked fir tree mine"
mineral,ramsdellite,斜方锰矿,4,1,"slanting a square manganese mine"
mineral,realgar,雄黄,2,1,"male of species yellow"
mineral,rectorite,累脱石,3,1,"implicate take off stone"
mineral,rheniite,輝錸礦,3,1,"brightness rhenium mineral deposit"
mineral,rhodesite,水矽鹼鈣石,5,1,"water silicon sodium carbonate calcium stone"
mineral,rhodochrosite,印加玫瑰石,5,1,"print add rose extraordinary stone"
mineral,rhodonite,薔薇輝石,4,1,"water pepper Osmunda regalis brightness stone"
mineral,rhodplumsite,硫銠鉛礦,4,1,"sulfur rhodium lead mineral deposit"
mineral,richterite,钠透闪石,4,1,"sodium penetrate flash stone"
mineral,riebeckite,铁鈉閃石,4,1,"iron sodium dodge stone"
mineral,ringwoodite,尖晶橄榄石,5,1,"sharp clear olive olive stone"
mineral,romanèchite,钡硬锰矿,4,1,"barium hard manganese mine"
mineral,rosasite,锌孔雀石,4,1,"zinc opening sparrow stone"
mineral,roselite,砷鈷鈣石,4,1,"arsenic cobalt calcium stone"
mineral,rutile,金红石,3,1,"gold red stone"
mineral,salammoniac,卤砂,2,1,"salt pebbles"
mineral,samarskite-(Y),鈮釔礦,3,0,"niobium yttrium mineral deposit"
mineral,samsonite,硫锑锰银矿,5,1,"sulfur antimony manganese silver mine"
mineral,sanidine,透长石,3,1,"penetrate long stone"
mineral,saponite,镁膨润石,4,1,"magnesium swell soft stone"
mineral,sapphirine,假蓝宝石,4,1,"falsehood blue treasure stone"
mineral,scandiobabingtonite,钪硅铁灰石,5,1,"scandium silicon iron ash stone"
mineral,scheelite,白钨矿,3,1,"white tungsten mine"
mineral,scolecite,钙沸石,3,1,"calcium boil stone"
mineral,scorodite,臭蔥石,3,1,"smell green onion stone"
mineral,seifertite,赛石英,3,1,"compete stone petal"
mineral,seligmannite,硫砷铅铜矿,5,1,"sulfur arsenic lead copper mine"
mineral,sellaite,氟鎂石,3,1,"fluorine magnesium stone"
mineral,sepiolite,海泡石,3,1,"sea bubbles stone"
mineral,serandite,针钠锰石,4,1,"needle sodium manganese stone"
mineral,shcherbakovite,硅铌钡钠石,5,1,"silicon niobium barium sodium stone"
mineral,shuangfengite,双峰矿,3,1,"pair peak mine"
mineral,siderite,菱铁矿,3,1,"water-chestnut iron mine"
mineral,siderotil,铁矾,2,1,"iron alum"
mineral,siegenite,硫鈷鎳礦,4,1,"sulfur cobalt nickel mineral deposit"
mineral,sillimanite,矽線石,3,1,"silicon thread stone"
mineral,sklodowskite,矽鎂鈾礦,4,1,"silicon magnesium uranium mineral deposit"
mineral,skutterudite,方鈷礦,3,1,"a square cobalt mineral deposit"
mineral,smithsonite,菱锌矿,3,1,"water-chestnut zinc mine"
mineral,sodalite,方钠石,3,1,"a square sodium stone"
mineral,sonolite,斜硅锰石,4,1,"slanting silicon manganese stone"
mineral,sperrylite,砷铂矿,3,1,"arsenic platinum mine"
