word,domains,heads,where
fertilization,10,24,"noun.event noun.act noun.attribute noun.body anatomy"
flutter,10,24,"noun.act noun.state noun.event verb.motion verb.body"
poland,10,24,"noun.location disease medicine.all medicine.mesh tool.artifact"
termination,10,24,"noun.time noun.location noun.event noun.communication noun.act"
aerial,10,23,"noun.artifact adj.all noun.act plant-part medicine.all"
conduction,10,23,"noun.phenomenon noun.state anatomy disease physics.unit"
trough,10,23,"noun.artifact noun.object noun.shape noun.possession geology.lithology_attribute"
brazil,10,22,"noun.location noun.food noun.plant medicine.all medicine.mesh"
chad,10,22,"noun.object noun.location noun.communication noun.substance medicine.all"
cosmetic,10,22,"adj.all noun.artifact noun.cognition noun.person noun.act"
egypt,10,22,"noun.location noun.person noun.artifact medicine.all medicine.mesh"
malaysia,10,22,"noun.communication noun.location noun.group medicine.all medicine.mesh"
cramp,10,21,"noun.state noun.artifact verb.contact verb.change verb.body"
fret,10,21,"noun.artifact noun.state noun.attribute verb.emotion verb.possession"
ionization,10,21,"noun.state noun.process noun.artifact noun.cognition environment"
phosphorus,10,21,"noun.object noun.substance geology.mineral anatomy disease"
pica,10,21,"noun.animal noun.state noun.quantity noun.plant disease"
manganese,10,20,"noun.substance geology.lithology_attribute geology.mineral disease environment"
partnership,10,20,"noun.group noun.relation noun.communication noun.possession medicine.all"
replication,10,20,"noun.act noun.process noun.communication noun.attribute noun.artifact"
silica,10,20,"noun.substance geology.rock disease plant-part environment"
filler,10,19,"noun.substance noun.quantity noun.communication noun.artifact noun.possession"
florida,10,19,"noun.plant noun.object noun.location noun.animal medicine.all"
infrared,10,19,"adj.all noun.attribute noun.phenomenon noun.artifact noun.act"
kite,10,19,"noun.animal noun.artifact noun.person noun.possession verb.possession"
maneuver,10,19,"noun.act noun.cognition verb.motion verb.social verb.competition"
martin,10,19,"noun.person noun.time noun.location noun.animal disease"
programme,10,19,"noun.artifact noun.communication noun.cognition noun.act verb.creation"
sequestration,10,19,"noun.act noun.process noun.communication disease environment"
succession,10,19,"noun.act noun.attribute noun.process noun.group disease"
sunday,10,19,"noun.time noun.person adj.all noun.artifact noun.act"
acidity,10,18,"noun.attribute noun.cognition anatomy disease quality"
alabama,10,18,"noun.location noun.person noun.object noun.communication noun.plant"
alto,10,18,"noun.location adj.all noun.person noun.communication noun.attribute"
cooperative,10,18,"adj.all noun.act noun.group medicine.sign medicine.all"
detergent,10,18,"noun.substance adj.all noun.artifact disease environment"
illumination,10,18,"noun.act noun.state noun.communication noun.attribute noun.artifact"
initiative,10,18,"noun.group adj.all noun.attribute noun.act medicine.all"
iodine,10,18,"noun.substance noun.artifact noun.cognition geology.mineral disease"
lethal,10,18,"adj.all noun.object noun.artifact noun.body disease"
cigar,10,17,"noun.plant noun.artifact adj.all noun.person plant-part"
distortion,10,17,"noun.phenomenon noun.event noun.shape noun.act disease"
federation,10,17,"noun.group noun.location noun.act medicine.all medicine.mesh"
junior,10,17,"adj.all noun.person noun.group noun.state medicine.all"
recurrent,10,17,"adj.all noun.event noun.state anatomy disease"
bluff,10,16,"noun.location noun.act adj.all noun.object noun.communication"
buff,10,16,"noun.act adj.all noun.person noun.substance noun.body"
callus,10,16,"noun.state noun.plant verb.change disease plant-part"
duplex,10,16,"adj.all noun.artifact verb.change anatomy medicine.sign"
graduate,10,16,"adj.all noun.person noun.artifact verb.possession verb.change"
invasive,10,16,"adj.all noun.act disease quality medicine.sign"
propellant,10,16,"adj.all noun.substance noun.artifact anatomy disease"
delaware,10,15,"noun.object noun.person noun.location noun.communication noun.artifact"
pituitary,10,15,"noun.body adj.pert noun.person anatomy disease"
stub,10,15,"noun.communication noun.object noun.artifact verb.contact verb.change"
theatre,10,15,"noun.group noun.event noun.communication noun.artifact noun.location"
tuck,10,15,"adj.all noun.act adv.all noun.food noun.attribute"
cobalt,10,14,"noun.substance noun.attribute noun.artifact geology.mineral disease"
cocaine,10,14,"noun.artifact noun.person noun.state disease medicine.sign"
iceland,10,14,"noun.location noun.plant noun.substance medicine.all medicine.mesh"
latex,10,14,"noun.substance noun.artifact disease environment medicine.sign"
london,10,14,"noun.location noun.person noun.plant noun.group noun.artifact"
northwest,10,14,"noun.location noun.animal adv.all noun.relation adj.all"
occult,10,14,"noun.cognition adj.all noun.person noun.act verb.perception"
retirement,10,14,"noun.cognition noun.state noun.act noun.possession noun.location"
scotch,10,14,"adj.pert noun.food noun.plant noun.artifact noun.animal"
thyroid,10,14,"noun.body adj.pert noun.substance anatomy disease"
ultraviolet,10,14,"adj.all noun.phenomenon noun.artifact disease environment"
dura,10,13,"noun.body anatomy disease cell medicine.sign"
lithium,10,13,"noun.substance geology.mineral geology.rock disease environment"
pacemaker,10,13,"noun.artifact noun.body noun.cognition noun.animal anatomy"
palatine,10,13,"noun.location noun.person adj.pert noun.body anatomy"
papillary,10,13,"adj.pert noun.body noun.state anatomy disease"
rape,10,13,"noun.act verb.social adj.all noun.plant verb.contact"
recession,10,13,"noun.state noun.shape noun.group noun.act disease"
segmentation,10,13,"noun.process noun.act noun.animal anatomy disease"
therapeutic,10,13,"adj.all adj.pert noun.artifact noun.act disease"
uruguay,10,13,"noun.location noun.object noun.plant noun.food disease"
vapour,10,13,"noun.artifact noun.substance noun.process noun.act noun.attribute"
verde,10,13,"noun.location noun.quantity noun.plant noun.substance medicine.all"
chuck,10,12,"noun.person adj.all noun.food noun.artifact verb.contact"
dope,10,12,"noun.artifact noun.person noun.food noun.communication verb.consumption"
drone,10,12,"noun.animal noun.communication noun.person noun.artifact verb.perception"
intravenous,10,12,"adj.pert noun.artifact noun.event noun.act disease"
iowa,10,12,"noun.person noun.location noun.communication noun.plant disease"
whiff,10,12,"verb.perception noun.animal adj.all adv.all noun.phenomenon"
bulla,10,11,"noun.body noun.artifact anatomy disease medicine.sign"
fleece,10,11,"noun.plant noun.substance noun.artifact noun.animal verb.possession"
ling,10,11,"noun.person noun.object noun.plant noun.animal medicine.all"
messenger,10,11,"noun.person noun.substance anatomy disease environment"
plunge,10,11,"noun.act noun.event verb.contact verb.motion verb.change"
shit,10,11,"noun.quantity noun.object verb.change noun.substance noun.communication"
skim,10,11,"adj.all noun.object noun.communication verb.motion verb.contact"
upgrade,10,11,"noun.object noun.communication noun.cognition noun.attribute noun.artifact"
annulus,10,10,"noun.shape noun.plant anatomy disease plant-part"
attrition,10,10,"noun.process noun.phenomenon noun.feeling noun.event noun.act"
consolidation,10,10,"noun.event noun.act noun.object medicine.sign medicine.all"
contraceptive,10,10,"adj.all noun.artifact noun.act anatomy medicine.sign"
madagascar,10,10,"noun.location noun.animal noun.quantity noun.plant medicine.all"
restricted,10,10,"adj.all geology.rock anatomy disease cell"
slash,10,10,"noun.state noun.object noun.communication noun.act verb.contact"
talc,10,10,"noun.substance verb.body geology.gem_material geology.mineral geology.rock"
visceral,10,10,"adj.pert adj.all noun.body noun.state anatomy"
analytical,10,9,"adj.all noun.artifact noun.group noun.cognition noun.possession"
boston,10,9,"noun.location noun.artifact noun.act noun.food noun.animal"
coke,10,9,"noun.food noun.substance noun.artifact verb.change environment"
colorado,10,9,"noun.location noun.object noun.plant noun.animal disease"
diesel,10,9,"noun.person noun.artifact noun.substance environment medicine.all"
easter,10,9,"noun.person noun.time noun.animal noun.plant noun.communication"
flattened,10,9,"adj.all geology.structure anatomy disease quality"
foster,10,9,"noun.person adj.all verb.social verb.communication noun.act"
freshwater,10,9,"noun.substance noun.food noun.animal noun.plant environment"
geneva,10,9,"noun.location noun.communication noun.artifact noun.object noun.food"
immersion,10,9,"noun.location noun.event noun.cognition noun.act noun.state"
labrador,10,9,"noun.object noun.location noun.animal noun.plant disease"
maroon,10,9,"adj.all noun.person noun.attribute noun.artifact verb.possession"
molybdenum,10,9,"noun.substance geology.mineral disease environment medicine.sign"
ottoman,10,9,"adj.pert noun.person noun.group noun.location noun.artifact"
pesticide,10,9,"noun.substance noun.state geology.rock disease environment"
scandinavian,10,9,"adj.pert noun.person noun.communication noun.location noun.food"
scapular,10,9,"noun.body adj.pert noun.animal noun.artifact anatomy"
slough,10,9,"noun.state noun.object verb.body noun.plant verb.possession"
vamp,10,9,"noun.person noun.communication noun.artifact verb.creation verb.contact"
cardiovascular,10,8,"adj.pert noun.state noun.body anatomy disease"
confederate,10,8,"adj.all noun.person noun.group noun.location noun.artifact"
flank,10,8,"noun.group noun.shape noun.food noun.animal verb.stative"
garbage,10,8,"noun.substance noun.communication noun.artifact noun.person noun.act"
limitation,10,8,"noun.communication noun.act noun.cognition noun.attribute noun.quantity"
massachusetts,10,8,"noun.location noun.person noun.communication noun.object noun.artifact"
proximal,10,8,"adj.all anatomy disease quality plant-part"
senior,10,8,"adj.all noun.person noun.group noun.cognition noun.state"
adrenal,10,7,"adj.pert noun.body noun.substance anatomy disease"
aerobic,10,7,"adj.all noun.act disease quality environment"
civic,10,7,"adj.pert noun.artifact noun.location noun.act noun.person"
commonwealth,10,7,"noun.group noun.time noun.communication noun.location medicine.mesh"
cuboid,10,7,"adj.all noun.shape noun.body anatomy disease"
cylindrical,10,7,"adj.all noun.artifact anatomy disease quality"
greenland,10,7,"noun.location noun.object noun.animal noun.substance medicine.all"
lawn,10,7,"noun.plant noun.location noun.act noun.artifact noun.group"
lymph,10,7,"noun.body noun.state anatomy disease cell"
maiden,10,7,"noun.artifact adj.all noun.person noun.time noun.plant"
narcotic,10,7,"noun.group adj.pert adj.all noun.artifact disease"
nude,10,7,"adj.all noun.artifact noun.state noun.person noun.act"
ohio,10,7,"noun.location noun.object noun.artifact noun.plant medicine.all"
rebound,10,7,"noun.event noun.act verb.motion verb.change noun.state"
stunt,10,7,"noun.act noun.animal verb.social verb.creation verb.perception"
suction,10,7,"noun.phenomenon noun.act verb.motion verb.body noun.artifact"
zap,10,7,"noun.event verb.emotion verb.contact verb.competition verb.change"
automated,10,6,"noun.artifact adj.all noun.communication environment medicine.sign"
corneal,10,6,"adj.pert noun.act anatomy disease cell"
ethiopian,10,6,"adj.pert noun.person noun.plant noun.communication noun.quantity"
minimal,10,6,"adj.all noun.group noun.state disease quality"
ovarian,10,6,"adj.pert noun.body noun.state anatomy disease"
sandy,10,6,"noun.location adj.all noun.plant geology.lithology_attribute geology.rock"
solomon,10,6,"noun.person noun.location noun.communication noun.artifact medicine.all"
ventricular,10,6,"noun.state adj.pert noun.body anatomy disease"
women's,10,6,"noun.group noun.act noun.person medicine.all medicine.mesh"
compulsive,10,5,"adj.all noun.person noun.state noun.attribute disease"
harlequin,10,5,"noun.person noun.animal verb.change noun.substance noun.plant"
newfoundland,10,5,"noun.animal noun.location noun.plant disease medicine.all"
nova,10,5,"noun.location noun.food noun.person noun.object disease"
pleural,10,5,"adj.pert noun.body anatomy disease cell"
quadruple,10,5,"adj.all noun.group noun.cognition verb.change noun.time"
racial,10,5,"noun.group adj.pert adj.all noun.act noun.state"
rectal,10,5,"adj.pert noun.body noun.act anatomy disease"
sebaceous,10,5,"adj.all noun.state noun.body anatomy disease"
secretory,10,5,"adj.pert noun.body noun.time anatomy disease"
seminal,10,5,"adj.pert adj.all noun.body anatomy disease"
septic,10,5,"adj.all adj.pert noun.state noun.artifact disease"
synovial,10,5,"adj.pert noun.body anatomy disease cell"
tandem,10,5,"adv.all noun.attribute noun.artifact disease medicine.sign"
amazon,10,4,"noun.person noun.object noun.animal disease medicine.mesh"
bipolar,10,4,"adj.pert adj.all noun.state anatomy disease"
buccal,10,4,"adj.pert adj.all noun.body anatomy disease"
canonical,10,4,"adj.pert adj.all noun.time anatomy disease"
chromatic,10,4,"adj.pert adj.all noun.phenomenon noun.attribute noun.communication"
epidermal,10,4,"adj.pert noun.body anatomy disease plant-part"
exocrine,10,4,"adj.pert noun.body anatomy disease cell"
lebanese,10,4,"adj.pert noun.person noun.group noun.location noun.quantity"
lymphatic,10,4,"adj.pert noun.body anatomy disease cell"
mammary,10,4,"adj.pert noun.body anatomy disease cell"
monetary,10,4,"noun.quantity noun.group adj.pert noun.possession noun.attribute"
musk,10,4,"noun.substance noun.cognition adj.all noun.plant noun.animal"
olympic,10,4,"noun.group adj.pert noun.event noun.act noun.location"
outflow,10,4,"noun.event noun.process noun.object anatomy disease"
pancreatic,10,4,"adj.pert noun.body noun.state anatomy disease"
placental,10,4,"adj.all noun.animal anatomy disease cell"
trabecular,10,4,"noun.act adj.pert anatomy disease quality"
belarusian,10,3,"adj.pert noun.communication noun.quantity medicine.all medicine.mesh"
cranial,10,3,"adj.pert noun.body noun.relation anatomy disease"
fecal,10,3,"adj.pert noun.state noun.substance noun.cognition disease"
fully,10,3,"adv.all adj.all anatomy disease plant-part"
germinal,10,3,"noun.time adj.all noun.animal anatomy disease"
kazakh,10,3,"noun.person noun.location noun.communication medicine.all medicine.mesh"
maritime,10,3,"noun.location noun.group adj.pert adj.all physics.unit"
morphological,10,3,"adj.pert noun.communication anatomy disease environment"
parietal,10,3,"adj.pert noun.body noun.plant anatomy disease"
salivary,10,3,"adj.pert noun.object noun.body anatomy disease"
siberian,10,3,"noun.location adj.pert noun.person noun.plant noun.animal"
slovenian,10,3,"adj.pert noun.person noun.quantity disease medicine.all"
splenic,10,3,"adj.pert noun.body noun.state anatomy disease"
del,10,2,"noun.object noun.location disease medicine.all medicine.mesh"
femoral,10,2,"noun.body adj.pert noun.time anatomy disease"
hydroxy,10,2,"noun.substance adj.pert geology.mineral anatomy disease"
man's,10,2,"noun.plant noun.act noun.body noun.artifact noun.location"
nitrous,10,2,"adj.pert noun.substance noun.animal noun.artifact environment"
pharyngeal,10,2,"adj.pert noun.communication noun.body noun.act anatomy"
phosphoric,10,2,"noun.substance adj.pert anatomy disease chemistry"
stellate,10,2,"adj.all noun.body anatomy disease quality"
urogenital,10,2,"adj.pert noun.body noun.cognition anatomy disease"
vestibular,10,2,"adj.pert noun.body noun.cognition anatomy disease"
chorionic,10,1,"adj.pert noun.animal noun.cognition noun.substance anatomy"
hong,10,1,"noun.location noun.quantity medicine.all medicine.mesh tool.artifact"
humeral,10,1,"noun.body noun.artifact noun.state anatomy disease"
intervertebral,10,1,"adj.pert noun.body noun.state anatomy disease"
lumbar,10,1,"adj.pert noun.body noun.state noun.act anatomy"
volumetric,10,1,"adj.pert noun.act quality environment physics.unit"
farmer's,10,0,"noun.communication noun.food noun.state noun.artifact disease"
petit,10,0,"noun.person noun.group noun.food noun.act noun.state"
von,10,0,"noun.person noun.artifact noun.state geology.mineral anatomy"
vaccine,9,971,"noun.artifact noun.state disease medicine.sign medicine.all"
antibody,9,573,"noun.substance anatomy disease cell medicine.sign"
technique,9,523,"noun.act noun.process noun.cognition medicine.all medicine.mesh"
conjugate,9,320,"noun.quantity adj.all noun.substance verb.change verb.communication"
cortex,9,262,"noun.body anatomy disease plant-part cell"
anemia,9,190,"noun.plant noun.state noun.substance disease medicine.sign"
plexus,9,165,"noun.body anatomy disease cell environment"
fistula,9,144,"noun.plant noun.state noun.body disease medicine.sign"
glycol,9,139,"noun.substance disease chemistry environment medicine.sign"
hydroxide,9,139,"noun.substance geology.rock anatomy disease environment"
rna,9,131,"noun.substance anatomy disease chemistry medicine.sign"
necrosis,9,126,"noun.state noun.phenomenon noun.substance anatomy disease"
australis,9,116,"noun.plant noun.animal noun.object noun.phenomenon disease"
tyrosine,9,109,"noun.substance noun.artifact anatomy disease chemistry"
intervention,9,108,"noun.act noun.communication disease environment medicine.all"
aircraft,9,93,"noun.artifact noun.act noun.person environment medicine.all"
fossa,9,90,"noun.animal noun.body noun.shape anatomy disease"
vesicle,9,87,"noun.body noun.animal anatomy disease cell"
wrench,9,80,"noun.artifact noun.state noun.event verb.contact verb.motion"
antagonist,9,74,"noun.person noun.body noun.artifact anatomy disease"
occlusion,9,74,"noun.state noun.phenomenon noun.attribute noun.artifact noun.act"
coma,9,71,"noun.object noun.cognition noun.plant disease plant-part"
pigmentation,9,65,"noun.process noun.attribute anatomy disease quality"
suture,9,65,"noun.body noun.artifact verb.contact anatomy disease"
aldehyde,9,63,"noun.substance anatomy disease environment medicine.sign"
disturbance,9,59,"noun.event noun.state noun.act noun.phenomenon disease"
atrium,9,57,"noun.body noun.artifact anatomy disease cell"
urea,9,57,"noun.substance geology.mineral disease environment medicine.sign"
machinery,9,56,"noun.group noun.artifact anatomy disease medicine.all"
motility,9,56,"noun.attribute noun.act anatomy disease quality"
pes,9,56,"noun.plant noun.body noun.state anatomy disease"
canis,9,55,"noun.animal noun.object noun.plant anatomy disease"
steroid,9,54,"noun.substance anatomy disease cell environment"
tibia,9,53,"noun.body noun.state anatomy disease medicine.sign"
windsor,9,53,"noun.person noun.group noun.location noun.artifact noun.substance"
atp,9,52,"noun.substance disease environment medicine.sign medicine.all"
mexico,9,52,"noun.location noun.object medicine.all medicine.mesh law"
pericardium,9,51,"noun.body anatomy disease cell environment"
deposition,9,50,"noun.process noun.communication noun.act disease medicine.sign"
fibula,9,50,"noun.body anatomy disease medicine.sign medicine.all"
instability,9,50,"noun.state noun.attribute disease medicine.sign medicine.all"
peroxide,9,50,"noun.substance verb.change noun.person disease environment"
gothic,9,46,"noun.cognition adj.pert noun.communication noun.artifact noun.person"
crisis,9,45,"noun.state noun.event noun.act disease medicine.sign"
injection,9,45,"noun.artifact noun.act noun.substance disease medicine.sign"
agonist,9,44,"noun.act noun.person noun.body noun.artifact anatomy"
regeneration,9,44,"noun.process noun.act anatomy disease medicine.sign"
respiration,9,44,"noun.act noun.time anatomy disease environment"
fluorescence,9,42,"noun.phenomenon noun.act quality environment physics.unit"
magnesium,9,42,"noun.substance geology.mineral disease environment medicine.sign"
russia,9,42,"noun.person noun.location noun.substance medicine.mesh tool.artifact"
traumatic,9,42,"adj.pert adj.all noun.state disease environment"
liner,9,39,"noun.artifact noun.act noun.communication noun.person medicine.all"
clearance,9,38,"noun.attribute noun.quantity noun.act disease medicine.sign"
coach,9,38,"noun.person noun.artifact verb.communication verb.motion noun.animal"
infiltration,9,38,"noun.act noun.process disease environment medicine.sign"
pallidus,9,37,"noun.animal noun.plant noun.body anatomy cell"
aspiration,9,36,"noun.attribute noun.feeling noun.communication noun.act noun.state"
austria,9,36,"noun.person noun.location medicine.all medicine.mesh law"
isolation,9,36,"noun.state noun.feeling noun.act noun.process medicine.sign"
lamina,9,36,"noun.body anatomy disease plant-part cell"
operator,9,35,"noun.person noun.communication noun.relation noun.body medicine.all"
rash,9,34,"noun.state adj.all noun.group disease medicine.sign"
contamination,9,32,"noun.state noun.substance noun.act quality environment"
peduncle,9,32,"noun.body noun.state noun.plant anatomy plant-part"
residence,9,32,"noun.artifact noun.location noun.act noun.time environment"
malignant,9,31,"adj.all noun.state disease quality cell"
switzerland,9,31,"noun.location medicine.all medicine.mesh music law"
enlargement,9,30,"noun.act noun.state noun.communication noun.artifact disease"
stud,9,30,"noun.artifact noun.person noun.animal noun.act verb.stative"
acinus,9,28,"noun.plant noun.body anatomy disease quality"
apex,9,28,"noun.location anatomy disease plant-part environment"
balsam,9,28,"noun.substance noun.plant noun.artifact adj.all noun.animal"
dermis,9,28,"noun.body anatomy disease cell environment"
eminence,9,28,"noun.body noun.state noun.person anatomy disease"
erection,9,28,"noun.state noun.artifact noun.act anatomy disease"
hypothalamus,9,28,"noun.body anatomy disease cell environment"
infusion,9,28,"noun.substance noun.process noun.act environment medicine.sign"
nitrite,9,28,"noun.artifact noun.substance noun.animal disease environment"
poker,9,28,"noun.act adj.all noun.artifact noun.plant noun.attribute"
monoxide,9,27,"noun.substance noun.state geology.mineral disease environment"
polo,9,27,"noun.person noun.animal noun.artifact noun.act medicine.all"
sapiens,9,27,"noun.animal adj.pert anatomy disease cell"
adp,9,26,"noun.substance noun.process noun.artifact anatomy disease"
aries,9,26,"noun.person noun.object noun.location noun.animal disease"
avian,9,26,"adj.pert adj.all noun.animal anatomy disease"
cannon,9,26,"noun.artifact noun.animal noun.act verb.competition noun.person"
guidance,9,26,"noun.act noun.cognition noun.communication noun.artifact disease"
institute,9,26,"noun.artifact noun.group verb.creation medicine.all medicine.mesh"
laser,9,26,"noun.act noun.artifact noun.phenomenon medicine.all medicine.mesh"
netherlands,9,26,"noun.location medicine.all medicine.mesh tool.artifact law"
shaker,9,26,"noun.person noun.artifact noun.animal disease medicine.all"
warp,9,26,"noun.artifact noun.state noun.shape noun.event verb.communication"
canopy,9,24,"noun.artifact verb.contact disease cell environment"
locus,9,24,"noun.location noun.group noun.communication noun.body anatomy"
michigan,9,24,"noun.object noun.location noun.act noun.plant noun.artifact"
sling,9,24,"noun.food noun.artifact verb.contact verb.motion disease"
smoker,9,24,"noun.person noun.group noun.artifact noun.substance environment"
subgroup,9,24,"noun.group noun.cognition geology.gem_material geology.mineral anatomy"
abnormal,9,23,"adj.all noun.cognition disease quality cell"
alum,9,23,"noun.substance noun.artifact noun.person geology.mineral geology.mineral_variety"
buoy,9,23,"noun.communication noun.artifact verb.motion verb.contact verb.communication"
denmark,9,23,"noun.location noun.person medicine.all medicine.mesh tool.artifact"
fermentation,9,23,"noun.process noun.state noun.substance disease environment"
finland,9,23,"noun.location noun.object medicine.all medicine.mesh law"
lee,9,23,"noun.person noun.time adj.all noun.location noun.event"
maximus,9,23,"noun.animal noun.person noun.body anatomy disease"
vermilion,9,23,"adj.all noun.attribute verb.change anatomy disease"
blocker,9,22,"noun.artifact noun.act noun.person disease medicine.sign"
indigo,9,22,"noun.plant noun.animal adj.all noun.substance noun.attribute"
smut,9,22,"noun.plant noun.state noun.substance noun.communication noun.act"
arabia,9,21,"noun.location noun.person medicine.all medicine.mesh law"
chrome,9,21,"noun.substance verb.contact verb.change noun.attribute geology.gem_material"
conference,9,21,"noun.group noun.communication noun.artifact environment medicine.all"
deprivation,9,21,"noun.state noun.attribute noun.act anatomy medicine.sign"
gonadotropin,9,21,"noun.body noun.substance anatomy disease cell"
greece,9,21,"noun.person noun.location medicine.all medicine.mesh law"
hack,9,21,"noun.person noun.artifact noun.animal verb.contact verb.social"
hitch,9,21,"noun.artifact noun.time noun.state noun.cognition noun.act"
rosa,9,21,"noun.plant noun.person noun.state adj.all adv.all"
clutch,9,20,"noun.act noun.state noun.group noun.artifact verb.contact"
commerce,9,20,"noun.group noun.person noun.act noun.artifact noun.communication"
pickup,9,20,"noun.artifact noun.act noun.communication noun.person noun.attribute"
testosterone,9,20,"noun.substance anatomy disease cell environment"
psychology,8,8093,"noun.cognition noun.group noun.act medicine.all medicine.mesh"
rehabilitation,8,5491,"noun.act noun.cognition medicine.all medicine.mesh tool.artifact"
syndrome,8,5276,"noun.state noun.cognition disease medicine.sign medicine.all"
cerevisiae,8,3872,"noun.plant anatomy disease quality medicine.sign"
coli,8,2607,"noun.animal anatomy disease cell medicine.sign"
elegans,8,2471,"noun.animal noun.plant anatomy disease medicine.all"
antigen,8,1234,"noun.substance anatomy disease cell medicine.sign"
leukemia,8,430,"noun.state noun.animal anatomy disease medicine.sign"
kinase,8,365,"noun.substance noun.artifact anatomy disease medicine.sign"
tuberculosis,8,356,"noun.animal noun.state disease medicine.sign medicine.all"
proliferation,8,277,"noun.act noun.process anatomy disease medicine.sign"
atrophy,8,257,"noun.state noun.event verb.body disease medicine.sign"
citrate,8,216,"noun.substance verb.change noun.artifact disease medicine.sign"
aureus,8,215,"noun.animal noun.plant disease medicine.sign medicine.all"
helmet,8,209,"noun.artifact adj.all noun.plant medicine.sign medicine.all"
lysine,8,202,"noun.substance noun.state disease chemistry medicine.sign"
ventricle,8,200,"noun.body anatomy disease cell environment"
seizure,8,191,"noun.state noun.attribute noun.animal noun.act disease"
vulgaris,8,184,"noun.plant noun.animal noun.state disease medicine.all"
onset,8,156,"noun.state noun.event noun.act disease quality"
ligament,8,153,"noun.body noun.artifact anatomy disease cell"
americana,8,151,"noun.plant noun.artifact noun.animal noun.state medicine.all"
lymphocyte,8,141,"noun.body anatomy disease cell medicine.sign"
maturation,8,139,"noun.process anatomy disease plant-part medicine.sign"
hydrate,8,131,"noun.substance noun.artifact verb.change disease medicine.all"
abnormality,8,128,"noun.state noun.cognition noun.attribute noun.act disease"
brasiliensis,8,113,"noun.plant noun.animal disease medicine.sign medicine.all"
hypertrophy,8,111,"noun.state verb.body anatomy disease medicine.sign"
encephalitis,8,109,"noun.state noun.animal disease medicine.sign medicine.all"
lactate,8,108,"noun.substance verb.consumption disease medicine.sign medicine.all"
inhibition,8,107,"noun.act noun.attribute noun.process anatomy disease"
impairment,8,104,"noun.state noun.event noun.act disease medicine.sign"
foramen,8,101,"noun.body anatomy disease environment medicine.sign"
localization,8,97,"noun.act noun.cognition anatomy disease medicine.sign"
cysteine,8,96,"noun.substance anatomy disease medicine.sign medicine.all"
examination,8,95,"noun.act noun.communication noun.cognition medicine.sign medicine.all"
urethra,8,93,"noun.body anatomy disease cell medicine.sign"
aorta,8,90,"noun.body anatomy disease cell medicine.sign"
weakness,8,90,"noun.state noun.attribute noun.feeling disease medicine.sign"
salicylate,8,89,"noun.substance noun.state noun.artifact disease environment"
album,8,85,"noun.plant noun.animal noun.communication noun.artifact medicine.all"
glutamate,8,85,"noun.substance noun.food anatomy disease medicine.sign"
borealis,8,78,"noun.animal noun.plant noun.object noun.phenomenon anatomy"
deletion,8,77,"noun.process noun.event noun.communication noun.act disease"
ureter,8,76,"noun.body anatomy disease cell medicine.sign"
coefficient,8,71,"noun.cognition noun.quantity medicine.all medicine.mesh physics.quantity"
intermedia,8,70,"noun.plant noun.body anatomy disease medicine.all"
legislation,8,69,"noun.communication noun.act medicine.mesh tool.artifact law"
antarctica,8,68,"noun.object noun.plant noun.animal medicine.all medicine.mesh"
architectural,8,68,"adj.pert noun.cognition noun.artifact disease medicine.sign"
femur,8,68,"noun.body anatomy disease medicine.sign medicine.all"
polysaccharide,8,65,"noun.substance anatomy disease environment medicine.sign"
laevis,8,64,"noun.plant noun.animal anatomy disease medicine.all"
vagina,8,64,"noun.body anatomy disease cell medicine.sign"
cellulose,8,63,"noun.substance noun.artifact anatomy environment medicine.all"
dissection,8,61,"noun.act noun.cognition disease medicine.sign medicine.all"
headache,8,61,"noun.state noun.cognition noun.artifact disease medicine.sign"
cervix,8,60,"noun.body anatomy disease cell medicine.sign"
blindness,8,57,"noun.state disease medicine.sign medicine.all medicine.mesh"
genitalia,8,56,"noun.body anatomy disease medicine.sign medicine.all"
reservation,8,56,"noun.location noun.cognition noun.communication noun.act medicine.all"
cerebellum,8,54,"noun.body anatomy disease cell medicine.sign"
intolerance,8,53,"noun.attribute noun.cognition noun.state disease medicine.sign"
pharynx,8,53,"noun.body anatomy disease environment medicine.sign"
papilla,8,52,"noun.plant noun.body anatomy disease plant-part"
polymerase,8,52,"noun.substance anatomy disease medicine.sign medicine.all"
prolapse,8,52,"noun.state verb.motion disease medicine.sign medicine.all"
personnel,8,51,"noun.artifact noun.group noun.person noun.event medicine.all"
rectum,8,51,"noun.body anatomy disease cell medicine.sign"
sweden,8,51,"noun.person noun.location medicine.all medicine.mesh law"
gait,8,50,"noun.time noun.act anatomy disease medicine.sign"
behaviour,8,49,"noun.state noun.attribute noun.act disease medicine.all"
montana,8,49,"noun.plant noun.location noun.animal medicine.all medicine.mesh"
activator,8,48,"noun.substance noun.artifact anatomy disease medicine.sign"
labyrinth,8,48,"noun.artifact noun.body anatomy disease cell"
adenosine,8,47,"noun.substance disease environment medicine.sign medicine.all"
specification,8,47,"noun.communication noun.act anatomy disease environment"
cornea,8,46,"noun.body anatomy disease cell medicine.sign"
nigricans,8,46,"noun.animal noun.plant noun.state disease medicine.sign"
pallidum,8,44,"noun.plant noun.body anatomy disease medicine.sign"
peritoneum,8,44,"noun.body anatomy disease cell medicine.sign"
conjunctiva,8,43,"noun.body anatomy disease cell medicine.sign"
duodenum,8,43,"noun.body anatomy disease cell medicine.sign"
effusion,8,43,"noun.communication noun.act anatomy disease environment"
