name,kind,proposal,from
Conglomerate,rock,gravel cliff,echo
Conglomerate,rock,many field enterprise,echo
Copper (vein),rock,rock vein,gloss
Copper (vein),rock,pyritic rock vein,sibling
Dacite,rock,dacitic rock,gloss
Dacite,rock,name rock,gloss
Dacite,rock,fine rock,gloss
Dacite,rock,andesitic rock,sibling
Dacite,rock,anorthositic rock,sibling
Dacite (TAS),rock,dacitic rock,gloss
Dacite (TAS),rock,total rock,gloss
Dacite (TAS),rock,alkali rock,gloss
Dacite (TAS),rock,andesitic rock,sibling
Dacite (TAS),rock,anorthositic rock,sibling
Diamictite,rock,sediment siliciclastic,gloss
Diamictite,rock,sedimentary siliciclastic,gloss
Diamictite,rock,rock siliciclastic,gloss
Diamictite,rock,mixed carbonate siliciclastic,sibling
Diamicton,rock,sediment siliciclastic,gloss
Diamicton,rock,sedimentary siliciclastic,gloss
Diamicton,rock,rock siliciclastic,gloss
Diamicton,rock,mixed carbonate siliciclastic,sibling
Diatomite,rock,rock siliceous,gloss
Diatomite,rock,composed siliceous,gloss
Diatomite,rock,equivalent siliceous,gloss
Diorite,rock,dioritic rock,gloss
Diorite,rock,coarse rock,gloss
Diorite,rock,grained rock,gloss
Diorite,rock,flash green cliff,echo
Diorite,rock,andesitic rock,sibling
Diorite,rock,anorthositic rock,sibling
Dunite,rock,rock peridotite,gloss
Dunite,rock,olivine peridotite,gloss
Dunite,rock,pyroxene peridotite,gloss
Dunite,rock,feldspathic peridotite,sibling
Dunite,rock,garnet peridotite,sibling
Dunite,rock,garnet bearing peridotite,sibling
Durain,rock,bituminous coal,gloss
Durain,rock,dark coal,gloss
Durain,rock,black coal,gloss
Durain,rock,banded bright coal,sibling
Durain,rock,banded coal,sibling
Durain,rock,banded dull coal,sibling
Duricrust,rock,deposit residual,gloss
Duricrust,rock,general residual,gloss
Duricrust,rock,term residual,gloss
Eclogite,rock,rock metamorphic,gloss
Eclogite,rock,protolith metamorphic,gloss
Eclogite,rock,based metamorphic,gloss
Eclogite,rock,pomegranate brightness cliff,echo
Felsite,rock,fine grained,gloss
Felsite,rock,normal grained,gloss
Felsite,rock,crystalline grained,gloss
Fenite,rock,metasomatic rock,gloss
Fenite,rock,rocks rock,gloss
Fenite,rock,rich rock,gloss
Fenite,rock,andesitic rock,sibling
Fenite,rock,anorthositic rock,sibling
Ferricrete,rock,conglomerate duricrust,gloss
Ferricrete,rock,sand duricrust,gloss
Ferricrete,rock,gravel duricrust,gloss
Ferrocarbonatite,rock,rock carbonatite,gloss
Ferrocarbonatite,rock,term carbonatite,gloss
Ferrocarbonatite,rock,when carbonatite,gloss
Ferrocarbonatite,rock,siilinjärvi carbonatite,sibling
Ferrocarbonatite,rock,calcite carbonatite,sibling
Ferrocarbonatite,rock,dolomite carbonatite,sibling
Fill,rock,observe full,echo
Fill,rock,append mend,echo
Fill,rock,full make,echo
Fines (silts and clays),rock,deposit artificial,gloss
Fines (silts and clays),rock,rock artificial,gloss
Fines (silts and clays),rock,sediment artificial,gloss
Flint,rock,fire stone,echo
Flint,rock,flintstone stone,echo
Flint,rock,fire strike stone,echo
Flint,rock,tooth stone,echo
Foidite,rock,foiditic rock,gloss
Foidite,rock,name rock,gloss
Foidite,rock,fine rock,gloss
Foidite,rock,andesitic rock,sibling
Foidite,rock,anorthositic rock,sibling
Foidite (TAS),rock,foiditic rock,gloss
Foidite (TAS),rock,total rock,gloss
Foidite (TAS),rock,alkali rock,gloss
Foidite (TAS),rock,andesitic rock,sibling
Foidite (TAS),rock,anorthositic rock,sibling
Foidolite,rock,foidolitic rock,gloss
Foidolite,rock,coarse rock,gloss
Foidolite,rock,grained rock,gloss
Foidolite,rock,andesitic rock,sibling
Foidolite,rock,anorthositic rock,sibling
Fusain,rock,bituminous coal,gloss
Fusain,rock,black coal,gloss
Fusain,rock,soft coal,gloss
Fusain,rock,banded bright coal,sibling
Fusain,rock,banded coal,sibling
Fusain,rock,banded dull coal,sibling
Gabbro,rock,gabbroic rock,gloss
Gabbro,rock,coarse rock,gloss
Gabbro,rock,grained rock,gloss
Gabbro,rock,andesitic rock,sibling
Gabbro,rock,anorthositic rock,sibling
Ganister,rock,quartz arenite,gloss
Ganister,rock,hard arenite,gloss
Ganister,rock,fine arenite,gloss
Ganister,rock,coarse meta arenite,sibling
Ganister,rock,conglomerate feldspathic arenite,sibling
Ganister,rock,feldspathic arenite,sibling
Gneiss,rock,rock metamorphic,gloss
Gneiss,rock,protolith metamorphic,gloss
Gneiss,rock,based metamorphic,gloss
Gneiss,rock,slice hemp cliff,echo
Gneiss,rock,together spark,echo
Gossan,rock,near duricrust,gloss
Gossan,rock,surface duricrust,gloss
Gossan,rock,iron duricrust,gloss
Granite,rock,granitic rock,gloss
Granite,rock,coarse rock,gloss
Granite,rock,grained rock,gloss
Granite,rock,blossoms post cliff,echo
Granite,rock,anger river cancer,echo
Granite,rock,andesitic rock,sibling
Granite,rock,anorthositic rock,sibling
Granodiorite,rock,granitic rock,gloss
Granodiorite,rock,coarse rock,gloss
Granodiorite,rock,grained rock,gloss
Granodiorite,rock,andesitic rock,sibling
Granodiorite,rock,anorthositic rock,sibling
Granofels,rock,rock metamorphic,gloss
Granofels,rock,protolith metamorphic,gloss
Granofels,rock,based metamorphic,gloss
Gravel,rock,stone refuse,echo
Gravel (Sea bed sediment, based on Folk),rock,sediment marine,gloss
Gravel (Sea bed sediment, based on Folk),rock,based marine,gloss
Gravel (Sea bed sediment, based on Folk),rock,folk marine,gloss
Gravel [UDCS],rock,superficial natural,gloss
Gravel [UDCS],rock,deposit natural,gloss
Gravel [UDCS],rock,civil natural,gloss
Greisen,rock,metasomatic rock,gloss
Greisen,rock,granitic rock,gloss
Greisen,rock,altered rock,gloss
Greisen,rock,andesitic rock,sibling
Greisen,rock,anorthositic rock,sibling
Guano,rock,phosphate phosphorite,gloss
Guano,rock,rich phosphorite,gloss
Guano,rock,deposit phosphorite,gloss
Guano,rock,bird manure,echo
Guano,rock,sea bird manure,echo
Guano,rock,bird manure stone,echo
Guano,rock,metamicrooncoid phosphorite,sibling
Guano,rock,metaoncoid phosphorite,sibling
Halite,rock,cliff salt,echo
Halite,rock,stone salt,echo
Halite,rock,mine salt,echo
Harzburgite,rock,pyroxene peridotite,gloss
Harzburgite,rock,rock peridotite,gloss
Harzburgite,rock,olivine peridotite,gloss
Harzburgite,rock,feldspathic peridotite,sibling
Harzburgite,rock,garnet peridotite,sibling
Harzburgite,rock,garnet bearing peridotite,sibling
Hematite (vein),rock,rock vein,gloss
Hematite (vein),rock,pyritic rock vein,sibling
Herbicide,rock,weeding substance,echo
Herbicide,rock,plant poison,echo
Hornblendite,rock,ultramafic rock,gloss
Hornblendite,rock,coarse rock,gloss
Hornblendite,rock,grained rock,gloss
Hornblendite,rock,andesitic rock,sibling
Hornblendite,rock,anorthositic rock,sibling
Hornblendite (s.s.),rock,hornblende rich,gloss
Hornblendite (s.s.),rock,rock rich,gloss
Hornblendite (s.s.),rock,olivine rich,gloss
Hornfels,rock,metamorphic contact,gloss
Hornfels,rock,rock contact,gloss
Hornfels,rock,granofels contact,gloss
Ilmenitite,rock,restricted rock,gloss
Ilmenitite,rock,mineralogy rock,gloss
Ilmenitite,rock,coarse rock,gloss
Ilmenitite,rock,andesitic rock,sibling
Ilmenitite,rock,anorthositic rock,sibling
Iron (vein),rock,rock vein,gloss
Iron (vein),rock,pyritic rock vein,sibling
Jasper,rock,presence chert,gloss
Jasper,rock,research chert,gloss
Jasper,rock,report chert,gloss
Jasper,rock,jade jade,echo
Jasper,rock,argillaceous limestone chert,sibling
Jasper,rock,dolostone chert,sibling
Jasper,rock,limestone chert,sibling
Kalsilitite,rock,rock kalsilitic,gloss
Kalsilitite,rock,general kalsilitic,gloss
Kalsilitite,rock,name kalsilitic,gloss
Kalsilitolite,rock,rock kalsilitic,gloss
Kalsilitolite,rock,coarse kalsilitic,gloss
Kalsilitolite,rock,grained kalsilitic,gloss
Kersantite,rock,rock lamprophyre,gloss
Kersantite,rock,plagioclase lamprophyre,gloss
Kersantite,rock,dominant lamprophyre,gloss
Kersantite,rock,biotite lamprophyre,sibling
Kersantite,rock,foliated lamprophyre,sibling
Kersantite,rock,foliated biotite lamprophyre,sibling
Kimberlite,rock,crystalline exotic,gloss
Kimberlite,rock,igneous exotic,gloss
Kimberlite,rock,rock exotic,gloss
Komatiite,rock,picritic rock,gloss
Komatiite,rock,research rock,gloss
Komatiite,rock,report rock,gloss
Komatiite,rock,andesitic rock,sibling
Komatiite,rock,anorthositic rock,sibling
Lamalginite,rock,algal sapropelite,gloss
Lamalginite,rock,matter sapropelite,gloss
Lamalginite,rock,thin sapropelite,gloss
Lamproite,rock,crystalline exotic,gloss
Lamproite,rock,igneous exotic,gloss
Lamproite,rock,rock exotic,gloss
Lamprophyre,rock,crystalline exotic,gloss
Lamprophyre,rock,igneous exotic,gloss
Lamprophyre,rock,rock exotic,gloss
Lapillistone,rock,pyroclastic rock,gloss
Lapillistone,rock,average rock,gloss
Lapillistone,rock,size rock,gloss
Lapillistone,rock,andesitic rock,sibling
Lapillistone,rock,anorthositic rock,sibling
Latite,rock,trachytic rock,gloss
Latite,rock,name rock,gloss
Latite,rock,fine rock,gloss
Latite,rock,andesitic rock,sibling
Latite,rock,anorthositic rock,sibling
Lava,rock,melt cliff,echo
Lava,rock,melt rock,echo
Lead (vein),rock,rock vein,gloss
Lead (vein),rock,pyritic rock vein,sibling
Lherzolite,rock,pyroxene peridotite,gloss
Lherzolite,rock,rock peridotite,gloss
Lherzolite,rock,olivine peridotite,gloss
Lherzolite,rock,feldspathic peridotite,sibling
Lherzolite,rock,garnet peridotite,sibling
Lherzolite,rock,garnet bearing peridotite,sibling
Lignite,rock,pure coal,gloss
Lignite,rock,order coal,gloss
Lignite,rock,peat coal,gloss
Lignite,rock,banded bright coal,sibling
Lignite,rock,banded coal,sibling
Lignite,rock,banded dull coal,sibling
Limestone,rock,ash cliff,echo
Limestone,rock,stone ashes cliff,echo
Limestone,rock,stone ashes stone,echo
Mafite,rock,fine grained,gloss
Mafite,rock,normal grained,gloss
Mafite,rock,crystalline grained,gloss
Magnesiocarbonatite,rock,rock carbonatite,gloss
Magnesiocarbonatite,rock,term carbonatite,gloss
Magnesiocarbonatite,rock,when carbonatite,gloss
Magnesiocarbonatite,rock,siilinjärvi carbonatite,sibling
Magnesiocarbonatite,rock,calcite carbonatite,sibling
Magnesiocarbonatite,rock,dolomite carbonatite,sibling
Magnetitite,rock,restricted rock,gloss
Magnetitite,rock,mineralogy rock,gloss
Magnetitite,rock,coarse rock,gloss
Magnetitite,rock,andesitic rock,sibling
Magnetitite,rock,anorthositic rock,sibling
Marble,rock,rock metamorphic,gloss
Marble,rock,protolith metamorphic,gloss
Marble,rock,based metamorphic,gloss
Marble,rock,pellet precious stone,echo
Marble,rock,shoot precious stone,echo
Marble,rock,flower stone,echo
Marble,rock,big reason stone,echo
Marble,rock,glass ball,echo
Meimechite,rock,picritic rock,gloss
Meimechite,rock,research rock,gloss
Meimechite,rock,report rock,gloss
Meimechite,rock,andesitic rock,sibling
Meimechite,rock,anorthositic rock,sibling
Melilitite,rock,ultramafic rock,gloss
Melilitite,rock,melilitic rock,gloss
Melilitite,rock,general rock,gloss
Melilitite,rock,andesitic rock,sibling
Melilitite,rock,anorthositic rock,sibling
Melilitolite,rock,ultramafic rock,gloss
Melilitolite,rock,melilitic rock,gloss
Melilitolite,rock,general rock,gloss
Melilitolite,rock,andesitic rock,sibling
Melilitolite,rock,anorthositic rock,sibling
Microclinopyroxenite,rock,rock micropyroxenite,gloss
Microclinopyroxenite,rock,medium micropyroxenite,gloss
Microclinopyroxenite,rock,grained micropyroxenite,gloss
Microclinopyroxenite,rock,hornblende micropyroxenite,sibling
Microclinopyroxenite,rock,olivine hornblende micropyroxenite,sibling
Microclinopyroxenite,rock,olivine micropyroxenite,sibling
Microdiorite,rock,microdioritic rock,gloss
Microdiorite,rock,medium rock,gloss
Microdiorite,rock,grained rock,gloss
Microdiorite,rock,andesitic rock,sibling
Microdiorite,rock,anorthositic rock,sibling
Microdunite,rock,rock microperidotite,gloss
Microdunite,rock,medium microperidotite,gloss
Microdunite,rock,grained microperidotite,gloss
Microdunite,rock,hornblende microperidotite,sibling
Microdunite,rock,pyroxene hornblende microperidotite,sibling
Microdunite,rock,pyroxene microperidotite,sibling
Microfoidolite,rock,microfoidolitic rock,gloss
Microfoidolite,rock,medium rock,gloss
Microfoidolite,rock,grained rock,gloss
Microfoidolite,rock,andesitic rock,sibling
Microfoidolite,rock,anorthositic rock,sibling
Microgabbro,rock,microgabbroic rock,gloss
Microgabbro,rock,medium rock,gloss
Microgabbro,rock,grained rock,gloss
Microgabbro,rock,andesitic rock,sibling
Microgabbro,rock,anorthositic rock,sibling
Microgranite,rock,microgranitic rock,gloss
Microgranite,rock,medium rock,gloss
Microgranite,rock,grained rock,gloss
Microgranite,rock,andesitic rock,sibling
Microgranite,rock,anorthositic rock,sibling
Microgranodiorite,rock,microgranitic rock,gloss
Microgranodiorite,rock,medium rock,gloss
Microgranodiorite,rock,grained rock,gloss
Microgranodiorite,rock,andesitic rock,sibling
Microgranodiorite,rock,anorthositic rock,sibling
Microharzburgite,rock,pyroxene microperidotite,gloss
Microharzburgite,rock,rock microperidotite,gloss
Microharzburgite,rock,medium microperidotite,gloss
Microharzburgite,rock,hornblende microperidotite,sibling
Microharzburgite,rock,pyroxene hornblende microperidotite,sibling
Microhornblendite,rock,ultramafic rock,gloss
Microhornblendite,rock,medium rock,gloss
Microhornblendite,rock,andesitic rock,sibling
Microhornblendite,rock,anorthositic rock,sibling
Microlherzolite,rock,pyroxene microperidotite,gloss
Microlherzolite,rock,rock microperidotite,gloss
Microlherzolite,rock,medium microperidotite,gloss
Microlherzolite,rock,hornblende microperidotite,sibling
Microlherzolite,rock,pyroxene hornblende microperidotite,sibling
Micromonzodiorite,rock,microdioritic rock,gloss
Micromonzodiorite,rock,medium rock,gloss
Micromonzodiorite,rock,grained rock,gloss
Micromonzodiorite,rock,andesitic rock,sibling
Micromonzodiorite,rock,anorthositic rock,sibling
Micromonzogabbro,rock,microgabbroic rock,gloss
Micromonzogabbro,rock,medium rock,gloss
Micromonzogabbro,rock,grained rock,gloss
Micromonzogabbro,rock,andesitic rock,sibling
Micromonzogabbro,rock,anorthositic rock,sibling
Micromonzogranite,rock,rock microgranite,gloss
Micromonzogranite,rock,medium microgranite,gloss
Micromonzogranite,rock,grained microgranite,gloss
Micromonzogranite,rock,alkali feldspar microgranite,sibling
Micromonzogranite,rock,aplitic microgranite,sibling
Micromonzogranite,rock,aplitic foliated microgranite,sibling
Micromonzonite,rock,microsyenitic rock,gloss
Micromonzonite,rock,medium rock,gloss
Micromonzonite,rock,grained rock,gloss
Micromonzonite,rock,andesitic rock,sibling
Micromonzonite,rock,anorthositic rock,sibling
Micronorite,rock,rock microgabbro,gloss
Micronorite,rock,medium microgabbro,gloss
Micronorite,rock,grained microgabbro,gloss
Micronorite,rock,analcime microgabbro,sibling
Micronorite,rock,basalt microgabbro,sibling
Micronorite,rock,biotite bytownite microgabbro,sibling
Microperidotite,rock,ultramafic rock,gloss
Microperidotite,rock,medium rock,gloss
Microperidotite,rock,andesitic rock,sibling
Microperidotite,rock,anorthositic rock,sibling
Micropyroxenite,rock,ultramafic rock,gloss
Micropyroxenite,rock,medium rock,gloss
Micropyroxenite,rock,andesitic rock,sibling
Micropyroxenite,rock,anorthositic rock,sibling
Microquartzolite,rock,quartz rock,gloss
Microquartzolite,rock,rich rock,gloss
Microquartzolite,rock,medium rock,gloss
Microquartzolite,rock,andesitic rock,sibling
Microquartzolite,rock,anorthositic rock,sibling
Microsyenite,rock,microsyenitic rock,gloss
Microsyenite,rock,medium rock,gloss
Microsyenite,rock,grained rock,gloss
Microsyenite,rock,andesitic rock,sibling
Microsyenite,rock,anorthositic rock,sibling
Microsyenogranite,rock,rock microgranite,gloss
Microsyenogranite,rock,medium microgranite,gloss
Microsyenogranite,rock,grained microgranite,gloss
Microsyenogranite,rock,alkali feldspar microgranite,sibling
Microsyenogranite,rock,aplitic microgranite,sibling
Microsyenogranite,rock,aplitic foliated microgranite,sibling
Microtonalite,rock,microgranitic rock,gloss
Microtonalite,rock,medium rock,gloss
Microtonalite,rock,grained rock,gloss
Microtonalite,rock,andesitic rock,sibling
Microtonalite,rock,anorthositic rock,sibling
Microtroctolite,rock,rock microgabbro,gloss
Microtroctolite,rock,medium microgabbro,gloss
Microtroctolite,rock,grained microgabbro,gloss
Microtroctolite,rock,analcime microgabbro,sibling
Microtroctolite,rock,basalt microgabbro,sibling
Microtroctolite,rock,biotite bytownite microgabbro,sibling
Microwebsterite,rock,rock micropyroxenite,gloss
Microwebsterite,rock,medium micropyroxenite,gloss
Microwebsterite,rock,grained micropyroxenite,gloss
Microwebsterite,rock,hornblende micropyroxenite,sibling
Microwebsterite,rock,olivine hornblende micropyroxenite,sibling
Microwebsterite,rock,olivine micropyroxenite,sibling
Microwehrlite,rock,pyroxene microperidotite,gloss
Microwehrlite,rock,rock microperidotite,gloss
Microwehrlite,rock,medium microperidotite,gloss
Microwehrlite,rock,hornblende microperidotite,sibling
Microwehrlite,rock,pyroxene hornblende microperidotite,sibling
Minette,rock,rock lamprophyre,gloss
Minette,rock,orthoclase lamprophyre,gloss
Minette,rock,dominant lamprophyre,gloss
Minette,rock,biotite lamprophyre,sibling
Minette,rock,foliated lamprophyre,sibling
Minette,rock,foliated biotite lamprophyre,sibling
Monchiquite,rock,rock lamprophyre,gloss
Monchiquite,rock,feldspar lamprophyre,gloss
Monchiquite,rock,absent lamprophyre,gloss
Monchiquite,rock,biotite lamprophyre,sibling
Monchiquite,rock,foliated lamprophyre,sibling
Monchiquite,rock,foliated biotite lamprophyre,sibling
Monzodiorite,rock,dioritic rock,gloss
Monzodiorite,rock,coarse rock,gloss
Monzodiorite,rock,grained rock,gloss
Monzodiorite,rock,andesitic rock,sibling
Monzodiorite,rock,anorthositic rock,sibling
Monzogabbro,rock,gabbroic rock,gloss
Monzogabbro,rock,coarse rock,gloss
Monzogabbro,rock,grained rock,gloss
Monzogabbro,rock,andesitic rock,sibling
Monzogabbro,rock,anorthositic rock,sibling
Monzogranite,rock,rock granite,gloss
Monzogranite,rock,coarse granite,gloss
Monzogranite,rock,grained granite,gloss
Monzogranite,rock,alkali granite,sibling
Monzogranite,rock,alkali feldspar granite,sibling
Monzogranite,rock,biotite granite,sibling
Monzonite,rock,syenitic rock,gloss
Monzonite,rock,coarse rock,gloss
Monzonite,rock,grained rock,gloss
Monzonite,rock,andesitic rock,sibling
Monzonite,rock,anorthositic rock,sibling
Mud,rock,gin dirt,echo
Mud (Sea bed sediment, based on Folk),rock,sediment marine,gloss
Mud (Sea bed sediment, based on Folk),rock,based marine,gloss
Mud (Sea bed sediment, based on Folk),rock,folk marine,gloss
Mud (Sea bed sediment, based on Folk),rock,research marine,gloss
Mud (Sea bed sediment, based on Folk),rock,sediment based marine,gloss
Mud [UDCS-X],rock,superficial natural,gloss
Mud [UDCS-X],rock,deposit natural,gloss
Mud [UDCS-X],rock,original natural,gloss
Mud [UDCS-X],rock,superficial deposit natural,gloss
Mylonite,rock,mylonitic rock,gloss
Mylonite,rock,porphyroclasts rock,gloss
Mylonite,rock,comprise rock,gloss
Mylonite,rock,andesitic rock,sibling
Mylonite,rock,anorthositic rock,sibling
Natrocarbonatite,rock,rock carbonatite,gloss
Natrocarbonatite,rock,term carbonatite,gloss
Natrocarbonatite,rock,when carbonatite,gloss
Natrocarbonatite,rock,siilinjärvi carbonatite,sibling
Natrocarbonatite,rock,calcite carbonatite,sibling
Natrocarbonatite,rock,dolomite carbonatite,sibling
Norite,rock,rock gabbro,gloss
Norite,rock,plagioclase gabbro,gloss
Norite,rock,olivine gabbro,gloss
Norite,rock,analcime gabbro,sibling
Norite,rock,biotite gabbro,sibling
Norite,rock,biotite metaquartz gabbro,sibling
Obsidian,rock,glassy rock,gloss
Obsidian,rock,igneous rock,gloss
Obsidian,rock,fresh rock,gloss
Obsidian,rock,black glorious cliff,echo
Obsidian,rock,black glorious stone,echo
Obsidian,rock,lava glass,echo
Obsidian,rock,andesitic rock,sibling
Obsidian,rock,anorthositic rock,sibling
Orthogneiss,rock,meta igneous,gloss
Orthogneiss,rock,rock igneous,gloss
Orthogneiss,rock,based igneous,gloss
Orthogranofels,rock,meta igneous,gloss
Orthogranofels,rock,rock igneous,gloss
Orthogranofels,rock,based igneous,gloss
Orthopyroxenite,rock,pyroxene pyroxenite,gloss
Orthopyroxenite,rock,almost pyroxenite,gloss
Orthopyroxenite,rock,orthopyroxene pyroxenite,gloss
Orthopyroxenite,rock,biotite pyroxenite,sibling
Orthopyroxenite,rock,hornblende pyroxenite,sibling
Orthopyroxenite,rock,olivine hornblende pyroxenite,sibling
Orthoschist,rock,meta igneous,gloss
Orthoschist,rock,rock igneous,gloss
Orthoschist,rock,based igneous,gloss
Paragneiss,rock,rock metasedimentary,gloss
Paragneiss,rock,based metasedimentary,gloss
Paragneiss,rock,textural metasedimentary,gloss
Paragranofels,rock,rock metasedimentary,gloss
Paragranofels,rock,based metasedimentary,gloss
Paragranofels,rock,textural metasedimentary,gloss
Paraschist,rock,rock metasedimentary,gloss
Paraschist,rock,based metasedimentary,gloss
Paraschist,rock,textural metasedimentary,gloss
Peat,rock,rich sediment,gloss
Peat,rock,organic sediment,gloss
Peat,rock,matter sediment,gloss
Peat,rock,mud charcoal,echo
Peat,rock,mud coal,echo
Peat,rock,ankerite sediment,sibling
Peat,rock,aragonite sediment,sibling
Peat,rock,biological sediment,sibling
Peat [UDCS],rock,superficial natural,gloss
Peat [UDCS],rock,deposit natural,gloss
Peat [UDCS],rock,civil natural,gloss
Pegmatite,rock,coarse grained,gloss
Pegmatite,rock,normal grained,gloss
Pegmatite,rock,crystalline grained,gloss
Pelite,rock,rock metasedimentary,gloss
Pelite,rock,composed metasedimentary,gloss
Pelite,rock,largely metasedimentary,gloss
Peridotite,rock,ultramafic rock,gloss
Peridotite,rock,coarse rock,gloss
Peridotite,rock,grained rock,gloss
Peridotite,rock,olive olive cliff,echo
Peridotite,rock,andesitic rock,sibling
Peridotite,rock,anorthositic rock,sibling
Pesticide,rock,agriculture drugs,echo
Pesticide,rock,nong medicine,echo
Pesticide,rock,plant protection appliance,echo
Pesticide,rock,defense medium,echo
Phonolite,rock,phonolitic rock,gloss
Phonolite,rock,name rock,gloss
Phonolite,rock,fine rock,gloss
Phonolite,rock,andesitic rock,sibling
Phonolite,rock,anorthositic rock,sibling
Phonolite (TAS),rock,phonolitic rock,gloss
Phonolite (TAS),rock,total rock,gloss
Phonolite (TAS),rock,alkali rock,gloss
Phonolite (TAS),rock,andesitic rock,sibling
Phonolite (TAS),rock,anorthositic rock,sibling
Phyllonite,rock,mylonitic rock,gloss
Phyllonite,rock,rocks rock,gloss
Phyllonite,rock,phyllitic rock,gloss
Phyllonite,rock,andesitic rock,sibling
Phyllonite,rock,anorthositic rock,sibling
Picrite,rock,picritic rock,gloss
Picrite,rock,research rock,gloss
Picrite,rock,report rock,gloss
Picrite,rock,andesitic rock,sibling
Picrite,rock,anorthositic rock,sibling
Picrobasalt,rock,research mafite,gloss
Picrobasalt,rock,report mafite,gloss
Picrobasalt,rock,chlorite actinolite mafite,sibling
Pitchstone,rock,glassy rock,gloss
Pitchstone,rock,igneous rock,gloss
Pitchstone,rock,altered rock,gloss
Pitchstone,rock,andesitic rock,sibling
Pitchstone,rock,anorthositic rock,sibling
Porcellanite,rock,rock siliceous,gloss
Porcellanite,rock,have siliceous,gloss
Porcellanite,rock,texture siliceous,gloss
Porphyry,rock,fine grained,gloss
Porphyry,rock,normal grained,gloss
Porphyry,rock,crystalline grained,gloss
Porphyry,rock,mottled cliff,echo
Protocataclasite,rock,cataclastic rock,gloss
Protocataclasite,rock,fragments rock,gloss
Protocataclasite,rock,matrix rock,gloss
Protocataclasite,rock,andesitic rock,sibling
Protocataclasite,rock,anorthositic rock,sibling
Protomylonite,rock,mylonitic rock,gloss
Protomylonite,rock,porphyroclasts rock,gloss
Protomylonite,rock,comprise rock,gloss
Protomylonite,rock,andesitic rock,sibling
Protomylonite,rock,anorthositic rock,sibling
Psammite,rock,rock metasedimentary,gloss
Psammite,rock,composed metasedimentary,gloss
Psammite,rock,largely metasedimentary,gloss
Pyrite (vein),rock,rock vein,gloss
Pyrite (vein),rock,pyritic rock vein,sibling
Pyroxenite,rock,ultramafic rock,gloss
Pyroxenite,rock,coarse rock,gloss
Pyroxenite,rock,grained rock,gloss
Pyroxenite,rock,andesitic rock,sibling
Pyroxenite,rock,anorthositic rock,sibling
Pyroxenite (s.s.),rock,pyroxene rich,gloss
Pyroxenite (s.s.),rock,rock rich,gloss
Pyroxenite (s.s.),rock,olivine rich,gloss
Quartz (vein),rock,rock vein,gloss
Quartz (vein),rock,pyritic rock vein,sibling
Quartzite,rock,rock metasedimentary,gloss
Quartzite,rock,composed metasedimentary,gloss
Quartzite,rock,largely metasedimentary,gloss
Quartzolite,rock,rich rock,gloss
Quartzolite,rock,coarse rock,gloss
Quartzolite,rock,andesitic rock,sibling
Quartzolite,rock,anorthositic rock,sibling
Radiolarite,rock,rock siliceous,gloss
Radiolarite,rock,composed siliceous,gloss
Radiolarite,rock,equivalent siliceous,gloss
Regolith,rock,deposit residual,gloss
Regolith,rock,general residual,gloss
Regolith,rock,term residual,gloss
Rhyolite,rock,rhyolitic rock,gloss
Rhyolite,rock,name rock,gloss
Rhyolite,rock,fine rock,gloss
Rhyolite,rock,flow line cliff,echo
Rhyolite,rock,andesitic rock,sibling
Rhyolite,rock,anorthositic rock,sibling
Rhyolite (TAS),rock,rhyolitic rock,gloss
Rhyolite (TAS),rock,total rock,gloss
Rhyolite (TAS),rock,alkali rock,gloss
Rhyolite (TAS),rock,andesitic rock,sibling
Rhyolite (TAS),rock,anorthositic rock,sibling
Rock,rock,cliff stone,echo
Rock,rock,shake bright,echo
Rock,rock,suddenly long,echo
Rock,rock,bright pond,echo
Rock,rock,wag bright,echo
Rock,rock,shake move,echo
Rock,rock,bright move,echo
Rock,rock,bright sway,echo
Rodingites,rock,metasomatic rock,gloss
Rodingites,rock,rocks rock,gloss
Rodingites,rock,rich rock,gloss
Rodingites,rock,andesitic rock,sibling
Rodingites,rock,anorthositic rock,sibling
Sand,rock,pebbles offspring,echo
Sand,rock,mother flesh,echo
Sand,rock,mother bird,echo
Sand (Sea bed sediment, based on Folk),rock,sediment marine,gloss
Sand (Sea bed sediment, based on Folk),rock,based marine,gloss
Sand (Sea bed sediment, based on Folk),rock,folk marine,gloss
Sand [UDCS],rock,superficial natural,gloss
Sand [UDCS],rock,deposit natural,gloss
Sand [UDCS],rock,civil natural,gloss
Sandstone,rock,pebbles stone,echo
Sannaite,rock,rock lamprophyre,gloss
Sannaite,rock,orthoclase lamprophyre,gloss
Sannaite,rock,dominant lamprophyre,gloss
Sannaite,rock,biotite lamprophyre,sibling
Sannaite,rock,foliated lamprophyre,sibling
Sannaite,rock,foliated biotite lamprophyre,sibling
Saprolite,rock,weathered regolith,gloss
Saprolite,rock,materials regolith,gloss
Saprolite,rock,parent regolith,gloss
Sapropelite,rock,sedimentary rock,gloss
Sapropelite,rock,rich rock,gloss
Sapropelite,rock,organic rock,gloss
Sapropelite,rock,andesitic rock,sibling
Sapropelite,rock,anorthositic rock,sibling
Schist,rock,rock metamorphic,gloss
Schist,rock,protolith metamorphic,gloss
Schist,rock,based metamorphic,gloss
Schist,rock,piece cliff,echo
Schist,rock,sheet cliff,echo
Schist,rock,slice cliff,echo
Schist,rock,party cancer,echo
Sediment,rock,injure refuse,echo
Sediment,rock,sink accumulate,echo
