name_code,latin,chinese,pinyin,literal,tune,from,half,open,said_genus,said_species
T20171000024373,"Rhodiola pinnatifida","红景天属羽裂红景天","hóng jǐng tiān shǔ yǔ liè hóng jǐng tiān","rose + root | feather-shaped + cleft","twuCpuj xaisfiqlsplit","latin","","","twuCpuj","xaisfiqlsplit"
T20171000024375,"Rhodiola prainii","红景天属四轮红景天","hóng jǐng tiān shǔ sì lún hóng jǐng tiān","rose + root | four + wheel","twuCpuj boqboz","chinese","","","twuCpuj","boqboz"
T20171000024379,"Rhodiola primuloides","红景天属报春红景天","hóng jǐng tiān shǔ bào chūn hóng jǐng tiān","rose + root | first","twuCpuj xlet","latin","","","twuCpuj","xlet"
T20171000024386,"Rhodiola purpureoviridis","红景天属紫绿红景天","hóng jǐng tiān shǔ zǐ lǜ hóng jǐng tiān","rose + root | purple + move + green","twuCpuj pinmuvgun","latin","","","twuCpuj","pinmuvgun"
T20171000024393,"Rhodiola quadrifida","红景天属四裂红景天","hóng jǐng tiān shǔ sì liè hóng jǐng tiān","rose + root | four + split","twuCpuj boqlsplit","chinese","","quadrifid","twuCpuj","boqlsplit"
T20171000024396,"Rhodiola recticaulis","红景天属直茎红景天","hóng jǐng tiān shǔ zhí jīng hóng jǐng tiān","rose + root | straight + stem","twuCpuj boC","latin","","","twuCpuj","boC"
T20171000024398,"Rhodiola rosea","红景天属红景天","hóng jǐng tiān shǔ hóng jǐng tiān","rose + root | pink","twuCpuj piqk","latin","","","twuCpuj","piqk"
T20171000024411,"Rhodiola sachalinensis","红景天属库页红景天","hóng jǐng tiān shǔ kù yè hóng jǐng tiān","rose + root | armory + page","twuCpuj koivjent","chinese","","","twuCpuj","koivjent"
T20171000024413,"Rhodiola sacra","红景天属圣地红景天","hóng jǐng tiān shǔ shèng dì hóng jǐng tiān","rose + root | sacred","twuCpuj xen","latin","","","twuCpuj","xen"
T20171000024420,"Rhodiola semenovii","红景天属柱花红景天","hóng jǐng tiān shǔ zhù huā hóng jǐng tiān","rose + root | pillar + flower","twuCpuj standgubxaf","chinese","","","twuCpuj","standgubxaf"
T20171000024426,"Rhodiola serrata","红景天属齿叶红景天","hóng jǐng tiān shǔ chǐ yè hóng jǐng tiān","rose + root | germander","twuCpuj txon","latin","","","twuCpuj","txon"
T20171000024428,"Rhodiola sexifolia","红景天属六叶红景天","hóng jǐng tiān shǔ liù yè hóng jǐng tiān","rose + root | six times + leaf","twuCpuj konkalrlif","latin","","","twuCpuj","konkalrlif"
T20171000024429,"Rhodiola sherriffii","红景天属小杯红景天","hóng jǐng tiān shǔ xiǎo bēi hóng jǐng tiān","rose + root | small + cup","twuCpuj smolryug","chinese","","","twuCpuj","smolryug"
T20171000024431,"Rhodiola sinuata","红景天属裂叶红景天","hóng jǐng tiān shǔ liè yè hóng jǐng tiān","rose + root | bent","twuCpuj xond","latin","","","twuCpuj","xond"
T20171000024434,"Rhodiola smithii","红景天属异鳞红景天","hóng jǐng tiān shǔ yì lín hóng jǐng tiān","rose + root | strange + scale","twuCpuj rauzkij","chinese","","","twuCpuj","rauzkij"
T20171000024438,"Rhodiola stapfii","红景天属托花红景天","hóng jǐng tiān shǔ tuō huā hóng jǐng tiān","rose + root | prop + flower","twuCpuj prapxaf","chinese","","","twuCpuj","prapxaf"
T20171000024440,"Rhodiola stephanii","红景天属兴安红景天","hóng jǐng tiān shǔ xīng ān hóng jǐng tiān","rose + root | thrive + peaceful","twuCpuj xeqkclhim","chinese","","","twuCpuj","xeqkclhim"
T20171000024444,"Rhodiola subopposita","红景天属对叶红景天","hóng jǐng tiān shǔ duì yè hóng jǐng tiān","rose + root | under + set against","twuCpuj mixkizut","latin","","","twuCpuj","mixkizut"
T20171000024446,"Rhodiola tangutica","红景天属唐古红景天","hóng jǐng tiān shǔ táng gǔ hóng jǐng tiān","rose + root | touching + Utica","twuCpuj gez","latin","","","twuCpuj","gez"
T20171000024449,"Rhodiola tibetica","红景天属西藏红景天","hóng jǐng tiān shǔ xī zàng hóng jǐng tiān","rose + root | west + hoard","twuCpuj webhord","latin","","","twuCpuj","webhord"
T20171000024456,"Rhodiola tieghemii","红景天属巴塘红景天","hóng jǐng tiān shǔ bā táng hóng jǐng tiān","rose + root | greatly desire + pond","twuCpuj gretcaftwaf","chinese","","","twuCpuj","gretcaftwaf"
T20171000024459,"Rhodiola wallichiana","红景天属粗茎红景天","hóng jǐng tiān shǔ cū jīng hóng jǐng tiān","rose + root | coarse + stem","twuCpuj bozb","chinese","","","twuCpuj","bozb"
T20171000024467,"Rhodiola wenchuanensis","红景天属汶川红景天","hóng jǐng tiān shǔ wèn chuān hóng jǐng tiān","rose + root | narrow + valley","twuCpuj woiqmaib","latin","","","twuCpuj","woiqmaib"
T20171000024468,"Rhodiola yunnanensis","红景天属云南红景天","hóng jǐng tiān shǔ yún nán hóng jǐng tiān","rose + root | cloud + south","twuCpuj klaudlut","latin","","","twuCpuj","klaudlut"
T20171000024483,"Bryophyllum pinnatum","落地生根属落地生根","luò dì shēng gēn shǔ luò dì shēng gēn","fall + earth + life + root | winged","zorpumvitpuj doz","chinese","","","zorpumvitpuj","doz"
T20171000024488,"Hylotelephium angustum","八宝属狭穗八宝","bā bǎo shǔ xiá suì bā bǎo","wood + false orpine | narrow","wudcetciklif woiq","latin","","","wudcetciklif","woiq"
T20171000024492,"Hylotelephium bonnafousii","八宝属川鄂八宝","bā bǎo shǔ chuān è bā bǎo","wood + false orpine | stream + hubei province","wudcetciklif strimgrakspic","chinese","","","wudcetciklif","strimgrakspic"
T20171000024494,"Hylotelephium erythrostictum","八宝属八宝","bā bǎo shǔ bā bǎo","wood + false orpine | red + earthquake + blow","wudcetciklif redhuskriqk","latin","","","wudcetciklif","redhuskriqk"
T20171000024499,"Hylotelephium ewersii","八宝属圆叶八宝","bā bǎo shǔ yuán yè bā bǎo","wood + false orpine | round + leaf","wudcetciklif bomlif","chinese","","","wudcetciklif","bomlif"
T20171000024501,"Hylotelephium mingjinianum","八宝属紫花八宝","bā bǎo shǔ zǐ huā bā bǎo","wood + false orpine | purple + flower","wudcetciklif pinxaf","chinese","","","wudcetciklif","pinxaf"
T20171000024504,"Hylotelephium mongolicum","八宝属承德八宝","bā bǎo shǔ chéng dé bā bǎo","wood + false orpine | dry + grass + plateau","wudcetciklif taipgraslsnup","latin","","","wudcetciklif","taipgraslsnup"
T20171000024506,"Hylotelephium pallescens","八宝属白八宝","bā bǎo shǔ bái bā bǎo","wood + false orpine | blanching + ascending","wudcetciklif roicxoiv","latin","","","wudcetciklif","roicxoiv"
T20171000024513,"Hylotelephium sieboldii","八宝属","bā bǎo shǔ","wood + false orpine | sun + root + round + fan","wudcetciklif sanpujbomfidj","chinese","","","wudcetciklif","sanpujbomfidj"
T20171000024514,"Hylotelephium spectabile","八宝属长药八宝","bā bǎo shǔ cháng yào bā bǎo","wood + false orpine | visible","wudcetciklif woiqk","latin","","","wudcetciklif","woiqk"
T20171000024522,"Hylotelephium subcapitatum","八宝属头状八宝","bā bǎo shǔ tóu zhuàng bā bǎo","wood + false orpine | head-underneath","wudcetciklif hedmix","latin","","","wudcetciklif","hedmix"
T20171000024524,"Hylotelephium tatarinowii","八宝属华北八宝","bā bǎo shǔ huá běi bā bǎo","wood + false orpine | flowery + north","wudcetciklif xaflyin","chinese","","","wudcetciklif","xaflyin"
T20171000024532,"Hylotelephium telephium","八宝属紫八宝","bā bǎo shǔ zǐ bā bǎo","wood + false orpine | false orpine","wudcetciklif cetciklif","latin","","","wudcetciklif","cetciklif"
T20171000024540,"Hylotelephium verticillatum","八宝属轮叶八宝","bā bǎo shǔ lún yè bā bǎo","wood + false orpine | whorled","wudcetciklif riqkiz","latin","","","wudcetciklif","riqkiz"
T20171000024545,"Hylotelephium viviparum","八宝属珠芽八宝","bā bǎo shǔ zhū yá bā bǎo","wood + false orpine | viviparous","wudcetciklif xaisk","latin","","","wudcetciklif","xaisk"
T20171000024549,"Kalanchoe ceratophylla","伽蓝菜属伽蓝菜","qié lán cài shǔ qié lán cài","timber + compress | horn + leaf","parmpreswez hornlif","latin","","","parmpreswez","hornlif"
T20171000024554,"Kalanchoe garambiensis","伽蓝菜属台南伽蓝菜","qié lán cài shǔ tái nán qié lán cài","timber + compress | south + cape","parmpreswez lutkep","latin","","","parmpreswez","lutkep"
T20171000024555,"Kalanchoe integra","伽蓝菜属匙叶伽蓝菜","qié lán cài shǔ chí yè qié lán cài","timber + compress | whole","parmpreswez hol","latin","","","parmpreswez","hol"
T20171000024560,"Kalanchoe spathulata","伽蓝菜属","qié lán cài shǔ","timber + compress | spoon-shaped","parmpreswez spunfiq","latin","","","parmpreswez","spunfiq"
T20171000024562,"Kalanchoe tashiroi","伽蓝菜属台东伽蓝菜","qié lán cài shǔ tái dōng qié lán cài","timber + compress | orchid + island + lantern + cage + grass","parmpreswez twemlizgrklevroqksgras","folk","","","parmpreswez","twemlizgrklevroqksgras"
T20171000024564,"Kungia aliciae","孔岩草属孔岩草","kǒng yán cǎo shǔ kǒng yán cǎo","opening + cliff + grass | have + edge + tile + pine","blezklifgras havdajlxaunpain","folk","","","blezklifgras","havdajlxaunpain"
T20171000024572,"Kungia schoenlandii","孔岩草属弯毛孔岩草","kǒng yán cǎo shǔ wān máo kǒng yán cǎo","opening + cliff + grass | bent + hair","blezklifgras xondcex","chinese","","","blezklifgras","xondcex"
T20171000024584,"Ohbaea balfourii","岷江景天属岷江景天","mín jiāng jǐng tiān shǔ mín jiāng jǐng tiān","","","latin","","","",""
T20171000024591,"Orostachys cartilaginea","瓦松属狼爪瓦松","wǎ sōng shǔ láng zhǎo wǎ sōng","mountain + ear | cartilaginous","mantnul boqk","latin","","","mantnul","boqk"
T20171000024592,"Orostachys chanetii","瓦松属塔花瓦松","wǎ sōng shǔ tǎ huā wǎ sōng","mountain + ear | tower + flower","mantnul yaujlxaf","chinese","","","mantnul","yaujlxaf"
T20171000024596,"Orostachys fimbriata","瓦松属瓦松","wǎ sōng shǔ wǎ sōng","mountain + ear | fibrous","mantnul sedj","latin","","","mantnul","sedj"
T20171000024608,"Orostachys japonica","瓦松属晚红瓦松","wǎ sōng shǔ wǎn hóng wǎ sōng","mountain + ear | sun + begin + land","mantnul sanriCland","latin","","","mantnul","sanriCland"
T20171000024614,"Orostachys spinosa","瓦松属黄花瓦松","wǎ sōng shǔ huáng huā wǎ sōng","mountain + ear | thorny","mantnul corn","latin","","","mantnul","corn"
T20171000024620,"Orostachys minuta","瓦松属小瓦松","wǎ sōng shǔ xiǎo wǎ sōng","mountain + ear | diminished","mantnul saul","latin","","","mantnul","saul"
T20171000024623,"Orostachys thyrsiflora","瓦松属小苞瓦松","wǎ sōng shǔ xiǎo bāo wǎ sōng","mountain + ear | thyrsus + flower","mantnul dendjlxaf","latin","","","mantnul","dendjlxaf"
T20171000024630,"Phedimus aizoon","费菜属费菜","fèi cài shǔ fèi cài","flat + thick + leaf | scenery + sky + three + seven","nujciklif skaxumdemheq","folk","","houseleek","nujciklif","skaxumdemheq"
T20171000024650,"Phedimus floriferus","费菜属多花费菜","fèi cài shǔ duō huā fèi cài","flat + thick + leaf | floral + bearer","nujciklif xlesbav","latin","","","nujciklif","xlesbav"
T20171000024652,"Phedimus hybridus","费菜属杂交费菜","fèi cài shǔ zá jiāo fèi cài","flat + thick + leaf | hybrid","nujciklif mimlyeg","latin","","","nujciklif","mimlyeg"
T20171000024655,"Phedimus kamtschaticus","费菜属堪察加费菜","fèi cài shǔ kān chá jiā fèi cài","flat + thick + leaf | adequately capable of + examine + add to","nujciklif dauxpormnizlsiftCivrit","chinese","","","nujciklif","dauxpormnizlsiftCivrit"
T20171000024659,"Phedimus middendorffianus","费菜属吉林费菜","fèi cài shǔ jí lín fèi cài","flat + thick + leaf | lucky + forest","nujciklif zezghaim","chinese","","","nujciklif","zezghaim"
T20171000024664,"Phedimus odontophyllus","费菜属齿叶费菜","fèi cài shǔ chǐ yè fèi cài","flat + thick + leaf | tooth + leaf","nujciklif tuclif","latin","","","nujciklif","tuclif"
T20171000024667,"Phedimus selskianus","费菜属灰毛费菜","fèi cài shǔ huī máo fèi cài","flat + thick + leaf | ash + hair","nujciklif seskcex","chinese","","","nujciklif","seskcex"
T20171000024672,"Pseudosedum lievenii","合景天属合景天","hé jǐng tiān shǔ hé jǐng tiān","combine + scenery + sky","nixskaxum","chinese","","","cetciklif",""
T20171000024676,"Rosularia alpestris","瓦莲属长叶瓦莲","wǎ lián shǔ cháng yè wǎ lián","little rose + place | long + leaf","cijtwuCpak loqlif","chinese","","","cijtwuCpak","loqlif"
T20171000024685,"Rosularia platyphylla","瓦莲属卵叶瓦莲","wǎ lián shǔ luǎn yè wǎ lián","little rose + place | flat + leaf","cijtwuCpak nujlif","latin","","","cijtwuCpak","nujlif"
T20171000024691,"Sedum actinocarpum","景天属星果佛甲草","jǐng tiān shǔ xīng guǒ fó jiǎ cǎo","thick + leaf | ray + part","ciklif ligdpar","latin","","","ciklif","ligdpar"
T20171000024692,"Sedum albertii","景天属白花景天","jǐng tiān shǔ bái huā jǐng tiān","thick + leaf | white + flower","ciklif wiqxaf","chinese","","","ciklif","wiqxaf"
T20171000024698,"Sedum alfredii","景天属东南景天","jǐng tiān shǔ dōng nán jǐng tiān","thick + leaf | east + south","ciklif roglut","chinese","","","ciklif","roglut"
T20171000024700,"Sedum baileyi","景天属对叶景天","jǐng tiān shǔ duì yè jǐng tiān","thick + leaf | correct + leaf","ciklif zesplif","chinese","","","ciklif","zesplif"
T20171000024701,"Sedum barbeyi","景天属离瓣景天","jǐng tiān shǔ lí bàn jǐng tiān","thick + leaf | rare beast + petal","ciklif yiCbistfais","chinese","","","ciklif","yiCbistfais"
T20171000024702,"Sedum beauverdii","景天属短尖景天","jǐng tiān shǔ duǎn jiān jǐng tiān","thick + leaf | short + sharp","ciklif xortwemp","chinese","","","ciklif","xortwemp"
T20171000024703,"Sedum bergeri","景天属长丝景天","jǐng tiān shǔ cháng sī jǐng tiān","thick + leaf | long + thread","ciklif loqcred","chinese","","","ciklif","loqcred"
T20171000024704,"Sedum blepharophyllum","景天属繸叶景天","jǐng tiān shǔ suì yè jǐng tiān","thick + leaf | eyelid + leaf","ciklif haqlidlif","latin","","","ciklif","haqlidlif"
T20171000024705,"Sedum bonnieri","景天属城口景天","jǐng tiān shǔ chéng kǒu jǐng tiān","thick + leaf | city + mouth","ciklif xuqmuc","chinese","","","ciklif","xuqmuc"
T20171000024706,"Sedum bulbiferum","景天属珠芽景天","jǐng tiān shǔ zhū yá jǐng tiān","thick + leaf | bulb + to bear","ciklif pozgritbav","latin","","","ciklif","pozgritbav"
T20171000024709,"Sedum celatum","景天属隐匿景天","jǐng tiān shǔ yǐn nì jǐng tiān","thick + leaf | hidden","ciklif djom","latin","","","ciklif","djom"
T20171000024712,"Sedum celiae","景天属镰座景天","jǐng tiān shǔ lián zuò jǐng tiān","thick + leaf | sickle + seat","ciklif slezlskot","chinese","","","ciklif","slezlskot"
T20171000024713,"Sedum chauveaudii","景天属轮叶景天","jǐng tiān shǔ lún yè jǐng tiān","thick + leaf | wheel + leaf","ciklif bozlif","chinese","","","ciklif","bozlif"
T20171000024717,"Sedum chingtungense","景天属景东景天","jǐng tiān shǔ jǐng dōng jǐng tiān","thick + leaf | scenery + east","ciklif skaxrog","chinese","","","ciklif","skaxrog"
T20171000024718,"Sedum chuhsingense","景天属楚雄景天","jǐng tiān shǔ chǔ xióng jǐng tiān","thick + leaf","","latin","ciklif","","ciklif",""
T20171000024719,"Sedum concarpum","景天属合果景天","jǐng tiān shǔ hé guǒ jǐng tiān","thick + leaf | unite + part","ciklif gautpar","latin","","","ciklif","gautpar"
T20171000024721,"Sedum correptum","景天属单花景天","jǐng tiān shǔ dān huā jǐng tiān","thick + leaf | seized","ciklif jasp","latin","","","ciklif","jasp"
T20171000024722,"Sedum daigremontianum","景天属啮瓣景天","jǐng tiān shǔ niè bàn jǐng tiān","thick + leaf | bite + petal","ciklif mumfais","chinese","","","ciklif","mumfais"
T20171000024725,"Sedum didymocalyx","景天属双萼景天","jǐng tiān shǔ shuāng è jǐng tiān","thick + leaf | Salina + cup","ciklif yug","latin","","","ciklif","yug"
T20171000024726,"Sedum dielsii","景天属乳瓣景天","jǐng tiān shǔ rǔ bàn jǐng tiān","thick + leaf | milk + petal","ciklif tispfais","chinese","","","ciklif","tispfais"
T20171000024729,"Sedum dimorphophyllum","景天属二型叶景天","jǐng tiān shǔ èr xíng yè jǐng tiān","thick + leaf | two + shape + leaf","ciklif nocfiqlif","latin","","","ciklif","nocfiqlif"
T20171000024730,"Sedum dongzhiense","景天属东至景天","jǐng tiān shǔ dōng zhì jǐng tiān","thick + leaf","","latin","ciklif","","ciklif",""
T20171000024731,"Sedum drymarioides","景天属大叶火焰草","jǐng tiān shǔ dà yè huǒ yàn cǎo","thick + leaf | tree + sea","ciklif tokmoC","latin","","","ciklif","tokmoC"
T20171000024734,"Sedum dugueyi","景天属藓茎景天","jǐng tiān shǔ xiǎn jīng jǐng tiān","thick + leaf | moss + stem","ciklif mos","chinese","","","ciklif","mos"
T20171000024735,"Sedum ecalcaratum","景天属卡卡景天","jǐng tiān shǔ kǎ kǎ jǐng tiān","thick + leaf | card + card","ciklif saisais","chinese","","","ciklif","saisais"
T20171000024736,"Sedum elatinoides","景天属细叶景天","jǐng tiān shǔ xì yè jǐng tiān","thick + leaf | fir","ciklif smix","latin","","","ciklif","smix"
T20171000024738,"Sedum emarginatum","景天属凹叶景天","jǐng tiān shǔ āo yè jǐng tiān","thick + leaf | day + terrestrial","ciklif yampum","latin","","","ciklif","yampum"
T20171000024739,"Sedum engleri","景天属粗壮景天","jǐng tiān shǔ cū zhuàng jǐng tiān","thick + leaf | coarse + stout","ciklif bozbswaC","chinese","","","ciklif","bozbswaC"
T20171000024742,"Sedum erici-magnusii","景天属大炮山景天","jǐng tiān shǔ dà pào shān jǐng tiān","thick + leaf | big + large gun + mountain","ciklif bigbifsulmant","chinese","","","ciklif","bigbifsulmant"
T20171000024746,"Sedum erythrospermum","景天属红籽佛甲草","jǐng tiān shǔ hóng zǐ fó jiǎ cǎo","thick + leaf | red + seed","ciklif redsid","latin","","","ciklif","redsid"
T20171000024749,"Sedum fanjingshanensis","景天属梵净山景天","jǐng tiān shǔ fàn jìng shān jǐng tiān","thick + leaf | buddhist + clean + mountain","ciklif glinmant","chinese","","","ciklif","glinmant"
T20171000024750,"Sedum feddei","景天属折多景天","jǐng tiān shǔ zhé duō jǐng tiān","thick + leaf | break off + many","ciklif Codvonlix","chinese","","","ciklif","Codvonlix"
T20171000024751,"Sedum fedtschenkoi","景天属尖叶景天","jǐng tiān shǔ jiān yè jǐng tiān","thick + leaf | sharp + leaf","ciklif wemplif","chinese","","","ciklif","wemplif"
T20171000024752,"Sedum filipes","景天属小山飘风","jǐng tiān shǔ xiǎo shān piāo fēng","thick + leaf | son + foot","ciklif sodpof","latin","","","ciklif","sodpof"
T20171000024753,"Sedum fischeri","景天属小景天","jǐng tiān shǔ xiǎo jǐng tiān","thick + leaf | small","ciklif smol","chinese","","","ciklif","smol"
T20171000024754,"Sedum formosanum","景天属台湾佛甲草","jǐng tiān shǔ tái wān fó jiǎ cǎo","thick + leaf | beauty + island","ciklif hajlizg","latin","","","ciklif","hajlizg"
T20171000024755,"Sedum forrestii","景天属川滇景天","jǐng tiān shǔ chuān diān jǐng tiān","thick + leaf | stream + yunnan province","ciklif strimgaiskspic","chinese","","","ciklif","strimgaiskspic"
T20171000024756,"Sedum franchetii","景天属细叶山景天","jǐng tiān shǔ xì yè shān jǐng tiān","thick + leaf | fine + leaf + mountain","ciklif cuslifmant","chinese","","","ciklif","cuslifmant"
T20171000024758,"Sedum fui","景天属宽叶景天","jǐng tiān shǔ kuān yè jǐng tiān","thick + leaf | exist","ciklif kes","latin","","","ciklif","kes"
T20171000024761,"Sedum platyphyllum","景天属","jǐng tiān shǔ","thick + leaf | flat-leaved","ciklif nujlxend","latin","","","ciklif","nujlxend"
T20171000024763,"Sedum gagei","景天属锡金景天","jǐng tiān shǔ xī jīn jǐng tiān","thick + leaf | tin + gold","ciklif yaijgum","chinese","","","ciklif","yaijgum"
T20171000024765,"Sedum giajae","景天属柔毛景天","jǐng tiān shǔ róu máo jǐng tiān","thick + leaf | soft + hair","ciklif saftcex","chinese","","","ciklif","saftcex"
T20171000024766,"Sedum glaebosum","景天属道孚景天","jǐng tiān shǔ dào fú jǐng tiān","thick + leaf | path + brood over eggs","ciklif pacbrudzibigd","chinese","","clod","ciklif","pacbrudzibigd"
T20171000024767,"Sedum grammophyllum","景天属禾叶景天","jǐng tiān shǔ hé yè jǐng tiān","thick + leaf | stroke + leaf","ciklif swoblif","latin","","","ciklif","swoblif"
T20171000024768,"Sedum hakonense","景天属本州景天","jǐng tiān shǔ běn zhōu jǐng tiān","thick + leaf | root + administrative division","ciklif pujwuzbrpiC","chinese","","","ciklif","pujwuzbrpiC"
T20171000024769,"Sedum hangzhouense","景天属杭州景天","jǐng tiān shǔ háng zhōu jǐng tiān","thick + leaf | cross stream + administrative division","ciklif kaslstrimwuzbrpiC","chinese","","","ciklif","kaslstrimwuzbrpiC"
T20171000024770,"Sedum heckelii","景天属巴塘景天","jǐng tiān shǔ bā táng jǐng tiān","thick + leaf | greatly desire + pond","ciklif gretcaftwaf","chinese","","","ciklif","gretcaftwaf"
T20171000024771,"Sedum hengduanense","景天属横断山景天","jǐng tiān shǔ héng duàn shān jǐng tiān","thick + leaf | across + sever + mountain","ciklif gislskuzmant","chinese","","","ciklif","gislskuzmant"
T20171000024772,"Sedum henrici-robertii","景天属山岭景天","jǐng tiān shǔ shān lǐng jǐng tiān","thick + leaf | mountain + mountain ridge","ciklif mantmantridj","chinese","","","ciklif","mantmantridj"
T20171000024773,"Sedum hoi","景天属贺氏景天","jǐng tiān shǔ hè shì jǐng tiān","thick + leaf | here","ciklif hem","latin","","","ciklif","hem"
T20171000024774,"Sedum holopetalum","景天属合瓣景天","jǐng tiān shǔ hé bàn jǐng tiān","thick + leaf | whole + foil","ciklif holrlif","latin","","","ciklif","holrlif"
T20171000024775,"Sedum jiuhuashanense","景天属九华山景天","jǐng tiān shǔ jiǔ huá shān jǐng tiān","thick + leaf | nine + flowery + mountain","ciklif zezxafmant","chinese","","","ciklif","zezxafmant"
T20171000024776,"Sedum jiulungshanense","景天属九龙山景天","jǐng tiān shǔ jiǔ lóng shān jǐng tiān","thick + leaf | nine + dragon + mountain","ciklif zezcuzbmant","chinese","","","ciklif","zezcuzbmant"
T20171000024777,"Sedum kiangnanense","景天属江南景天","jǐng tiān shǔ jiāng nán jǐng tiān","thick + leaf | river + south","ciklif wigdlut","chinese","","","ciklif","wigdlut"
T20171000024778,"Sedum kuntsunianum","景天属坤俊景天","jǐng tiān shǔ kūn jùn jǐng tiān","thick + leaf | earth + talented","ciklif pumcut","chinese","","","ciklif","pumcut"
T20171000024779,"Sedum latentibulbosum","景天属潜茎景天","jǐng tiān shǔ qián jīng jǐng tiān","thick + leaf | proposer + being + bulb + exist","ciklif daijbiqpozgrkes","latin","","","ciklif","daijbiqpozgrkes"
T20171000024780,"Sedum leblancae","景天属钝萼景天","jǐng tiān shǔ dùn è jǐng tiān","thick + leaf | blunt + calyx","ciklif xauqxaflyug","chinese","","","ciklif","xauqxaflyug"
T20171000024781,"Sedum leptophyllum","景天属薄叶景天","jǐng tiān shǔ báo yè jǐng tiān","thick + leaf | thin + leaf","ciklif cinlif","latin","","","ciklif","cinlif"
T20171000024782,"Sedum leucocarpum","景天属白果景天","jǐng tiān shǔ bái guǒ jǐng tiān","thick + leaf | white + part","ciklif wiqpar","latin","","","ciklif","wiqpar"
T20171000024784,"Sedum lineare","景天属佛甲草","jǐng tiān shǔ fó jiǎ cǎo","thick + leaf | linear","ciklif lanlik","latin","","","ciklif","lanlik"
T20171000024786,"Sedum longifuniculatum","景天属长珠柄景天","jǐng tiān shǔ cháng zhū bǐng jǐng tiān","thick + leaf | long + cord","ciklif loqCent","latin","","","ciklif","loqCent"
T20171000024787,"Sedum longyanense","景天属浪岩景天","jǐng tiān shǔ làng yán jǐng tiān","thick + leaf | wave + cliff","ciklif wevklif","chinese","","","ciklif","wevklif"
T20171000024788,"Sedum luchuanicum","景天属禄劝景天","jǐng tiān shǔ lù quàn jǐng tiān","thick + leaf | blessing + recommend","ciklif blesblux","chinese","","","ciklif","blesblux"
T20171000024789,"Sedum lungtsuanense","景天属龙泉景天","jǐng tiān shǔ lóng quán jǐng tiān","thick + leaf | dragon + spring","ciklif cuzblspriq","chinese","","","ciklif","cuzblspriq"
T20171000024790,"Sedum lutzii","景天属康定景天","jǐng tiān shǔ kāng dìng jǐng tiān","thick + leaf | peaceful + decide","ciklif himcidj","chinese","","","ciklif","himcidj"
T20171000024793,"Sedum magniflorum","景天属大花景天","jǐng tiān shǔ dà huā jǐng tiān","thick + leaf | large + flower","ciklif bifxaf","latin","","","ciklif","bifxaf"
T20171000024794,"Sedum majus","景天属山飘风","jǐng tiān shǔ shān piāo fēng","thick + leaf | large","ciklif bif","latin","","","ciklif","bif"
T20171000024796,"Sedum makinoi","景天属圆叶景天","jǐng tiān shǔ yuán yè jǐng tiān","thick + leaf | round + leaf","ciklif bomlif","chinese","","","ciklif","bomlif"
T20171000024798,"Sedum microsepalum","景天属小萼佛甲草","jǐng tiān shǔ xiǎo è fó jiǎ cǎo","thick + leaf | tiny + sepal","ciklif vecliflyug","latin","","","ciklif","vecliflyug"
T20171000024801,"Sedum morrisonense","景天属玉山佛甲草","jǐng tiān shǔ yù shān fó jiǎ cǎo","thick + leaf | new + tall + mountain","ciklif pibtolmant","folk","","","ciklif","pibtolmant"
T20171000024803,"Sedum multicaule","景天属多茎景天","jǐng tiān shǔ duō jīng jǐng tiān","thick + leaf | many + stem","ciklif lix","chinese","","","ciklif","lix"
T20171000024808,"Sedum muyaicum","景天属木雅景天","jǐng tiān shǔ mù yǎ jǐng tiān","thick + leaf | tree + elegant","ciklif tokcand","chinese","","","ciklif","tokcand"
T20171000024809,"Sedum nanchuanense","景天属金佛山景天","jǐng tiān shǔ jīn fó shān jǐng tiān","thick + leaf | gold + buddha + mountain","ciklif gumzmogdmant","chinese","","","ciklif","gumzmogdmant"
T20171000024810,"Sedum nokoense","景天属能高佛甲草","jǐng tiān shǔ néng gāo fó jiǎ cǎo","thick + leaf | platform + island","ciklif hoClizg","folk","","","ciklif","hoClizg"
T20171000024812,"Sedum nothodugueyi","景天属距萼景天","jǐng tiān shǔ jù è jǐng tiān","thick + leaf | distance + calyx","ciklif sinxaflyug","chinese","","","ciklif","sinxaflyug"
T20171000024813,"Sedum obtrullatum","景天属铲瓣景天","jǐng tiān shǔ chǎn bàn jǐng tiān","thick + leaf | pure gold + scoop + then","ciklif fivgumskupCen","latin","","","ciklif","fivgumskupCen"
T20171000024814,"Sedum obtusipetalum","景天属钝瓣景天","jǐng tiān shǔ dùn bàn jǐng tiān","thick + leaf | struck + foil","ciklif xoqlif","latin","","","ciklif","xoqlif"
T20171000024825,"Sedum oligocarpum","景天属少果景天","jǐng tiān shǔ shǎo guǒ jǐng tiān","thick + leaf | few + part","ciklif cempar","latin","","","ciklif","cempar"
T20171000024826,"Sedum oligospermum","景天属大苞景天","jǐng tiān shǔ dà bāo jǐng tiān","thick + leaf | few + seed","ciklif cemsid","latin","","","ciklif","cemsid"
T20171000024831,"Sedum onychopetalum","景天属爪瓣景天","jǐng tiān shǔ zhǎo bàn jǐng tiān","thick + leaf | nail + foil","ciklif yesklif","latin","","","ciklif","yesklif"
T20171000024832,"Sedum oreades","景天属山景天","jǐng tiān shǔ shān jǐng tiān","thick + leaf | mountain + patronymic","ciklif mant","latin","","","ciklif","mant"
