rock,certainty,syllables,invented,tune,english
katika,held,3,1,katex,couch
katika,held,3,1,xadeg,upgrade
katima,held,3,1,gaCim,magnificent
katima,held,3,1,gadim,disk
katina,held,3,1,gaden,grunt
katina,held,3,1,gasen,gasoline
katina,held,3,1,jasen,joust
katina,held,3,1,kaden,carnival
katina,held,3,1,kasen,instant
katina,held,3,1,katin,concatenate
katina,held,3,1,xadiq,shoddy
katina,held,3,1,yaCen,dwindle
katipa,held,3,1,kaCef,projectile
katipa,held,3,1,kadef,scrub
katipa,held,3,1,kasev,conceive
katipa,held,3,1,katip,chip (block)
katita,held,3,1,gades,lentil
katita,held,3,1,gadid,god
katita,held,3,1,gaziz,possess
katita,held,3,1,kacet,incarcerate
katita,held,3,1,kadez,candy
katita,held,3,1,kasic,furniture
katita,held,3,1,katis,tip (peak)
katita,held,3,1,kazet,facade
katita,held,3,1,kazis,piece
katita,held,3,1,xatis,shroud
katita,held,3,1,yadit,night
katuka,held,3,1,kadux,concrete
katuka,held,3,1,xadux,sag
katuma,held,3,1,kadum,precede
katuma,held,3,1,yadum,noxious
katuna,held,3,1,gadon,disgruntle
katuna,held,3,1,gason,gust
katuna,held,3,1,gator,gutter
katuna,held,3,1,gazor,geyser
katuna,held,3,1,gazul,guzzle
katuna,held,3,1,jator,chat
katuna,held,3,1,jazor,gossip
katuna,held,3,1,kaCol,disposition
katuna,held,3,1,kacor,viscous
katuna,held,3,1,kadol,coddle
katuna,held,3,1,kadon,chronicle
katuna,held,3,1,kadur,clatter
katuna,held,3,1,kason,cask
katuna,held,3,1,kasur,connoisseur
katuna,held,3,1,katoq,cut
katuna,held,3,1,kator,cruel
katuna,held,3,1,katul,catalogue
katuna,held,3,1,katun,cottonwood (tree)
katuna,held,3,1,xadol,anticipate
katuna,held,3,1,xadon,shadow
katuna,held,3,1,xadur,shudder
katuna,held,3,1,xasol,kid
katuna,held,3,1,xasur,ask out
katuna,held,3,1,xator,shutter
katuna,held,3,1,yaduq,peruse
katuna,held,3,1,yator,hypotenuse
katupa,held,3,1,gasov,pride
katupa,held,3,1,kadop,catapult
katupa,held,3,1,kasop,explain
katupa,held,3,1,katuv,cut back on
katuta,held,3,1,gadut,solitude
katuta,held,3,1,kados,counsel
katuta,held,3,1,kadud,clod
katuta,held,3,1,katus,catalyst
katuta,held,3,1,xadud,quiet
katuta,held,3,1,yatot,way
kikana,held,3,1,kekal,economy
kikana,held,3,1,kigar,plaza
kikana,held,3,1,xekan,shake
kikana,held,3,1,xikal,consider
kikana,held,3,1,xikan,level
kikata,held,3,1,kekaz,cork
kikata,held,3,1,xigad,chic
kikima,strained,3,1,xixem,student
kikina,strained,3,1,gexiq,personality
kikina,strained,3,1,kigen,kick off
kikipa,strained,3,1,kigep,harsh
kikita,strained,3,1,kiket,cricket
kikuna,held,3,1,gigol,giggle
kikuna,held,3,1,kexun,caution
kikuna,held,3,1,kijon,cajole
kikuna,held,3,1,kikoq,finch (bird)
kikuna,held,3,1,kixor,knot
kikuna,held,3,1,xigur,launch
kikuta,held,3,1,kiyot,cat
kikuta,held,3,1,xikod,persevere
kimama,held,3,1,gimam,magic
kimana,held,3,1,kemar,commerce
kimana,held,3,1,kimar,camera
kimapa,held,3,1,kemab,combust
kimata,held,3,1,kimat,flour
kimika,strained,3,1,kemik,10^15
kimina,strained,3,1,kimen,competent
kimipa,strained,3,1,gemip,complete
kimita,strained,3,1,xemiz,happy
kimuna,held,3,1,gimol,benefut
kimuna,held,3,1,kemol,complement
kimuna,held,3,1,kemon,commence
kimuna,held,3,1,kemur,come up with
kimuna,held,3,1,ximon,oil
kimuna,held,3,1,ximur,shimmer
kimupa,held,3,1,kimop,computer
kimuta,held,3,1,gemoz,vowel e sound
kimuta,held,3,1,kemos,consort
kimuta,held,3,1,kemut,commute
kimuta,held,3,1,kimud,come across
kinaka,held,3,1,geraj,carrot
kinaka,held,3,1,gilag,glee
kinaka,held,3,1,kelag,catalog
kinaka,held,3,1,kenag,congratulate
kinaka,held,3,1,kerax,crash
kinaka,held,3,1,kirax,cache
kinaka,held,3,1,xelag,schlegel
kinama,held,3,1,geram,arm
kinama,held,3,1,giram,grimace
kinama,held,3,1,keram,cramp
kinana,held,3,1,gelal,garland
kinana,held,3,1,gelan,gland
kinana,held,3,1,gerar,grammar
kinana,held,3,1,gilan,glisten
kinana,held,3,1,giraq,grin
kinana,held,3,1,girar,gear (wear)
kinana,held,3,1,jirar,swear
kinana,held,3,1,kelal,scarcity
kinana,held,3,1,kelan,claw
kinana,held,3,1,kenal,cancel
kinana,held,3,1,kenan,canidae
kinana,held,3,1,keraq,audience
kinana,held,3,1,kerar,choreograph
kinana,held,3,1,kilal,curse
kinana,held,3,1,kilan,cotyledon
kinana,held,3,1,kinal,consult
kinana,held,3,1,kinan,aggregate
kinana,held,3,1,kiraq,creed
kinana,held,3,1,kirar,corroborate
kinana,held,3,1,xelan,shale
kinana,held,3,1,xinan,wit
kinapa,held,3,1,gelav,glove
kinapa,held,3,1,gilav,galvanize
kinapa,held,3,1,girab,grebe
kinapa,held,3,1,kelaf,clef
kinapa,held,3,1,kenav,canvas
kinapa,held,3,1,kerab,crab
kinapa,held,3,1,kilaf,classify
kinapa,held,3,1,kilap,clip (bind)
kinapa,held,3,1,kinap,contemplate
kinapa,held,3,1,kinav,convex
kinapa,held,3,1,xinap,sheen
kinata,held,3,1,gerac,jaw
kinata,held,3,1,gerad,grid
kinata,held,3,1,gilas,recruitment
kinata,held,3,1,kelaz,equalize
kinata,held,3,1,kenas,rape
kinata,held,3,1,kilaz,close down
kinata,held,3,1,kinas,conceit
kinata,held,3,1,kirat,secret
kinata,held,3,1,xirat,shred
kinika,strained,3,1,gerix,repetition
kinika,strained,3,1,kelik,quail
kinika,strained,3,1,kerij,crane
kinika,strained,3,1,kileg,click
kinika,strained,3,1,kirej,wicked
kinika,strained,3,1,xelik,deem
kinima,strained,3,1,gerim,grim
kinima,strained,3,1,kerim,chemical
kinima,strained,3,1,kinem,lamentation
kinima,strained,3,1,kirem,cremate
kinina,strained,3,1,gelin,gluon
kinina,strained,3,1,gilen,glean
kinina,strained,3,1,kelin,clean
kinina,strained,3,1,keniq,approve
kinina,strained,3,1,keriq,care
kinina,strained,3,1,kilen,clinch
kinina,strained,3,1,xeriq,shrink
kinina,strained,3,1,xineq,shank/shin (leg)
kinina,strained,3,1,xireq,shear
kinipa,strained,3,1,gelip,gill
kinipa,strained,3,1,keliv,cave
kinipa,strained,3,1,kenib,contribute
kinipa,strained,3,1,kilev,cleave
kinipa,strained,3,1,kireb,crib
kinita,strained,3,1,geliz,10^4
kinita,strained,3,1,gerit,hello
kinita,strained,3,1,gired,grade (score)
kinita,strained,3,1,jerit,jar
kinita,strained,3,1,kelis,chaos
kinita,strained,3,1,kerid,liquid
kinita,strained,3,1,kiles,nucleus
kinita,strained,3,1,kinet,louse
kinuka,held,3,1,gelox,only
kinuka,held,3,1,gerok,cake
kinuka,held,3,1,girog,greed
kinuka,held,3,1,kenox,quench
kinuka,held,3,1,kerog,encounter
kinuka,held,3,1,keruj,curd
kinuka,held,3,1,kiluk,trout
kinuka,held,3,1,xiluk,shriek
kinuma,held,3,1,gelom,glimpse
kinuma,held,3,1,kelom,fatigue
kinuma,held,3,1,kerum,crumple
kinuma,held,3,1,kilom,acclimate
kinuna,held,3,1,gerol,gripe
kinuna,held,3,1,geron,cauliflower
kinuna,held,3,1,gerur,garner
kinuna,held,3,1,girol,case (container)
kinuna,held,3,1,giron,buy
kinuna,held,3,1,girur,that
kinuna,held,3,1,kelor,color
kinuna,held,3,1,kelul,time
kinuna,held,3,1,kelun,caulk
kinuna,held,3,1,kenor,counter
kinuna,held,3,1,kenul,conclude
kinuna,held,3,1,kenun,contend
kinuna,held,3,1,kerol,cull
kinuna,held,3,1,keron,carb
kinuna,held,3,1,kerur,crater
kinuna,held,3,1,kiloq,k sound
kinuna,held,3,1,kilor,cucumber
kinuna,held,3,1,kilul,cyan
kinuna,held,3,1,kilun,pitchfork
kinuna,held,3,1,kinor,control
kinuna,held,3,1,kirol,cream
kinuna,held,3,1,kiron,cure
kinupa,held,3,1,gelob,planet
kinupa,held,3,1,genuv,converge
kinupa,held,3,1,gerov,gravity
kinupa,held,3,1,gerub,seize
kinupa,held,3,1,gilup,lip
kinupa,held,3,1,girov,grieve
kinupa,held,3,1,kelup,clip (cut off)
kinupa,held,3,1,kenuf,confetti
kinupa,held,3,1,kenup,canopy
kinupa,held,3,1,kerof,cuff
kinupa,held,3,1,kiluv,obligate
kinupa,held,3,1,kirof,rhino
kinupa,held,3,1,kirop,crypto
kinuta,held,3,1,genus,construe
kinuta,held,3,1,geros,guess
kinuta,held,3,1,gilot,exile
kinuta,held,3,1,giros,grass
kinuta,held,3,1,girut,grit (strength)
kinuta,held,3,1,kelot,coyote
kinuta,held,3,1,kelus,crest
kinuta,held,3,1,kenot,kin
kinuta,held,3,1,kenuz,construct
kinuta,held,3,1,keroz,ankle
kinuta,held,3,1,kerut,right (vs. wrong)
kinuta,held,3,1,kilod,keel
kinuta,held,3,1,kilus,crystal
kinuta,held,3,1,kinod,condense
kinuta,held,3,1,kiroz,collapse
kinuta,held,3,1,kirud,credit
kinuta,held,3,1,xeroz,infest
kinuta,held,3,1,xerut,cohesion (physics)
kinuta,held,3,1,xilod,shield
kipaka,held,3,1,gibax,consolidate
kipana,held,3,1,kepal,capable
kipana,held,3,1,kifar,quiver (shake)
kipana,held,3,1,kipan,ghast
kipana,held,3,1,kival,isolation
kipana,held,3,1,kivan,equivalent
kipana,held,3,1,xival,shrivel
kipapa,held,3,1,kibab,receive
kipata,held,3,1,kifat,attitude
kipata,held,3,1,xepas,dashing
kipata,held,3,1,xifat,shift
kipika,strained,3,1,kefik,convict
kipina,strained,3,1,gefin,cheese
kipipa,strained,3,1,kebip,tune
kipita,strained,3,1,gived,give away
kipita,strained,3,1,kevid,liver
kipita,strained,3,1,xefiz,shave
kipuka,held,3,1,kepox,kelp
kipuna,held,3,1,gepor,gape
kipuna,held,3,1,gibur,hero
kipuna,held,3,1,kepor,cape
kipuna,held,3,1,kevor,grave
kipuna,held,3,1,kibol,quibble
kipuna,held,3,1,kifol,crease
kipuna,held,3,1,kipul,cripple
kipuna,held,3,1,xepul,shape
kipuna,held,3,1,xipor,improve
kipupa,held,3,1,kevuv,divide
kipupa,held,3,1,kipup,tone
kipupa,held,3,1,xivuv,chip (like computing)
kiputa,held,3,1,kefut,button
kiputa,held,3,1,kipot,skim
kiputa,held,3,1,kivot,compress
kitaka,held,3,1,jetaj,throw away
kitaka,held,3,1,kidak,gun
kitaka,held,3,1,kisak,kiss
kitaka,held,3,1,kitax,kitchen
kitaka,held,3,1,xisak,ask
kitama,held,3,1,xicam,sheath
kitana,held,3,1,gedan,glitter
kitana,held,3,1,kedal,cradle
kitana,held,3,1,kedan,kidnap
kitana,held,3,1,kidal,frolic
kitana,held,3,1,kidan,equidae
kitana,held,3,1,kitar,kit
kitana,held,3,1,xidan,urine
kitapa,held,3,1,gisap,grease
kitapa,held,3,1,kedap,crisp
kitata,held,3,1,gezat,gaze
kitata,held,3,1,kedaz,criticize
kitata,held,3,1,kidaz,foam
kitata,held,3,1,kitat,focus
kitika,strained,3,1,gedij,gauge
kitika,strained,3,1,ketik,critic
kitima,strained,3,1,kesim,longing
kitina,strained,3,1,gediq,gait
kitina,strained,3,1,xideq,appropriate (behavior)
kitita,strained,3,1,giset,guest
kitita,strained,3,1,kedit,quartz
kitita,strained,3,1,kesit,caustic
kitita,strained,3,1,ketis,sequence
kitita,strained,3,1,kided,could
kitita,strained,3,1,xided,grey
kituka,held,3,1,kedoj,accept
kituka,held,3,1,keduk,crack
kituka,held,3,1,kidoj,cage
kituma,held,3,1,kidom,promotion
kituna,held,3,1,jeton,token
kituna,held,3,1,jidor,jitter
kituna,held,3,1,kedul,ashamed
kituna,held,3,1,ketol,demand
kituna,held,3,1,ketur,cater
kituna,held,3,1,kidor,equation
kituna,held,3,1,kidun,creak
kitupa,held,3,1,kesuf,artichoke
kitupa,held,3,1,kezub,ration
kituta,held,3,1,gesot,ghost
kituta,held,3,1,gitut,gut
kituta,held,3,1,kitoz,external
kituta,held,3,1,kizoz,if
kituta,held,3,1,xetut,shout
kituta,held,3,1,xizut,schist
kukama,held,3,1,gojam,parrot
kukama,held,3,1,gukam,factor
kukama,held,3,1,yuxam,priority
kukana,held,3,1,gugal,outlandish
kukana,held,3,1,gujan,gouge (indent)
kukana,held,3,1,jokal,daffodil
kukana,held,3,1,kokan,"cock (action, gun)"
kukana,held,3,1,koxan,quotient (division)
kukana,held,3,1,kugal,coagulant
kukana,held,3,1,kujan,recursion
kukana,held,3,1,xuxaq,hurt
kukana,held,3,1,yokal,depend
kukana,held,3,1,yokan,yucca
kukana,held,3,1,yugan,even
kukana,held,3,1,yujal,usual
kukana,held,3,1,yuxaq,bruise
kukata,held,3,1,kokas,coax
kukata,held,3,1,kukad,infamy
kukata,held,3,1,kuyat,cult
kukina,held,3,1,kokin,coke
kukina,held,3,1,yoxeq,doctor
kukina,held,3,1,yoxin,ambition
kukipa,held,3,1,yoxiv,inhabitant
kukita,held,3,1,koked,collocate
kukita,held,3,1,kokiz,coxeter
kukita,held,3,1,kukit,oyster
kukita,held,3,1,xukit,salmon
kukita,held,3,1,yukid,designate
kukuna,strained,3,1,kokul,curriculum
kukuna,strained,3,1,kukol,crackle
kukuna,strained,3,1,kuxon,cushion
kukuna,strained,3,1,xoxun,sell
kukuna,strained,3,1,yukol,euclidean
kukuta,strained,3,1,kokuz,cuckoo
kukuta,strained,3,1,koyod,cold
kukuta,strained,3,1,yokoC,yank
kumana,held,3,1,komar,comb (hair)
kumana,held,3,1,kumal,accumulate
kumana,held,3,1,kuman,coma
kumana,held,3,1,xuman,fat
kumapa,held,3,1,kumap,compact
kumika,held,3,1,kumig,back up
kumina,held,3,1,komen,commend
kumina,held,3,1,komiq,committee
kumina,held,3,1,kumin,incumbent
kumipa,held,3,1,gomib,serious
kumipa,held,3,1,komep,compare
kumipa,held,3,1,xomep,champagne
kumita,held,3,1,komes,conquest
kumita,held,3,1,komit,comet
kumita,held,3,1,kumet,pear
kumita,held,3,1,kumis,constrict
kumita,held,3,1,kuwit,cute
kumuka,strained,3,1,kumoj,back down
kumuma,strained,3,1,komum,kettle
kumuma,strained,3,1,kumom,five
kumuma,strained,3,1,xomum,now
kumuna,strained,3,1,komol,complain
kumuna,strained,3,1,komon,compound
kumuna,strained,3,1,komur,comprehend
kumuna,strained,3,1,kumor,commercial (tv)
kumupa,strained,3,1,gomop,new
kunaka,held,3,1,junax,scatter
kunaka,held,3,1,kolak,kayak
kunaka,held,3,1,konak,conduct (electricity)
kunaka,held,3,1,kulax,ouch
kunaka,held,3,1,xolak,show up
kunaka,held,3,1,yurak,10^2
kunama,held,3,1,goram,gram (measure)
kunama,held,3,1,gulam,gloom
kunama,held,3,1,gunam,quality
kunama,held,3,1,julam,reality
kunama,held,3,1,koram,carve
kunama,held,3,1,kulam,coulomb
kunana,held,3,1,golan,gulp
kunana,held,3,1,gular,abroad
kunana,held,3,1,gural,destiny
kunana,held,3,1,guran,ground
kunana,held,3,1,jonal,gentle
kunana,held,3,1,junar,general
kunana,held,3,1,kolal,shoot
kunana,held,3,1,kolan,cleanse
kunana,held,3,1,konal,bowl
kunana,held,3,1,konan,consign
kunana,held,3,1,korar,corner
kunana,held,3,1,kunar,contract
kunana,held,3,1,kural,coral
kunana,held,3,1,kuran,current (recent)
kunana,held,3,1,xolal,receipt
kunana,held,3,1,xonal,drill (training)
kunana,held,3,1,xunar,shoe
kunana,held,3,1,yolal,treat (patient)
kunana,held,3,1,yolan,merit
kunana,held,3,1,yonan,murky
kunana,held,3,1,yunaq,campaign
kunana,held,3,1,yuran,urinate
kunapa,held,3,1,golap,gallop
kunapa,held,3,1,guraf,crucify
kunapa,held,3,1,kolav,rack
kunapa,held,3,1,konaf,confine
kunapa,held,3,1,kurap,victim
kunapa,held,3,1,kurav,market
kunapa,held,3,1,xolav,calculate
kunata,held,3,1,gorat,correlate
kunata,held,3,1,gulat,guilt
kunata,held,3,1,guraz,grit
kunata,held,3,1,kolas,coalesce
kunata,held,3,1,korad,can
kunata,held,3,1,kulad,cloud
kunata,held,3,1,kunad,kind (good)
kunata,held,3,1,kuras,curious
kunata,held,3,1,yuras,uranus
kunika,held,3,1,goleg,roll
kunika,held,3,1,gorej,graduate
kunika,held,3,1,gorik,gore
kunika,held,3,1,gulik,craft
kunika,held,3,1,gurek,croak
kunika,held,3,1,kolix,clog
kunika,held,3,1,korex,crustacean
kunika,held,3,1,korig,ore
kunika,held,3,1,kulig,colleague
kunika,held,3,1,kureg,core
kunika,held,3,1,kurix,shark
kunika,held,3,1,xolix,punctual
kunika,held,3,1,yolix,tangible
kunika,held,3,1,yonik,unique
kunika,held,3,1,yunek,smog
kunika,held,3,1,yunix,maneuver
kunima,held,3,1,gorem,factor (math)
kunima,held,3,1,gurim,grumble
kunima,held,3,1,konem,contempt
kunima,held,3,1,korem,cormorant
kunima,held,3,1,kulem,culminate
kunina,held,3,1,golen,lay off
kunina,held,3,1,goneq,fair (just)
kunina,held,3,1,gorin,groan
kunina,held,3,1,guren,well (water)
kunina,held,3,1,guriq,rung
kunina,held,3,1,kolen,clench
kunina,held,3,1,konin,confound
kunina,held,3,1,koreq,currency
kunina,held,3,1,korin,chronic
kunina,held,3,1,kulin,clean up
kunina,held,3,1,kunen,contain
kunina,held,3,1,kuren,curtain
kunina,held,3,1,yoliq,collar
kunina,held,3,1,yorin,warrant
kunipa,held,3,1,goreb,grape
kunipa,held,3,1,gurev,rub
kunipa,held,3,1,jonif,contiguous
kunipa,held,3,1,junib,juniper (tree)
kunipa,held,3,1,kolef,chlorophyll
kunipa,held,3,1,kolep,clap
kunipa,held,3,1,konip,vacate
kunipa,held,3,1,koniv,convene
kunipa,held,3,1,koriv,corvid
kunipa,held,3,1,kulif,successor
kunipa,held,3,1,kunef,convalescence
kunipa,held,3,1,kunep,conspire
kunipa,held,3,1,kuref,cringe
kunipa,held,3,1,kurib,carbonate
kunipa,held,3,1,xonip,shine
kunipa,held,3,1,yulip,appointment
kunipa,held,3,1,yunef,unify
kunita,held,3,1,gonet,constraint
kunita,held,3,1,goriz,eat up
kunita,held,3,1,gulis,gloss
kunita,held,3,1,gures,grasp
kunita,held,3,1,kolez,closet
kunita,held,3,1,koliC,clothing
kunita,held,3,1,kolit,collate
kunita,held,3,1,koned,candidate
kunita,held,3,1,konis,concede
kunita,held,3,1,koret,court (justice)
kunita,held,3,1,koris,anoint
kunita,held,3,1,kulet,leporidae (hare)
kunita,held,3,1,kunez,consecrate
kunita,held,3,1,kunit,quantity
kunita,held,3,1,kurez,cruise
kunita,held,3,1,xoret,sure
kunita,held,3,1,xunit,shun
kunita,held,3,1,yolid,native
kunita,held,3,1,yuled,yield
kunita,held,3,1,yunid,unit
kunita,held,3,1,yurit,intercept
kunuka,strained,3,1,goluk,your
kunuka,strained,3,1,gonuk,apartment
kunuka,strained,3,1,kolox,answer
kunuka,strained,3,1,korok,curl
kunuka,strained,3,1,korux,xor
kunuka,strained,3,1,kulok,quick
kunuka,strained,3,1,kunok,context
kunuka,strained,3,1,kurox,crouch
kunuka,strained,3,1,yolox,outstanding
kunuma,strained,3,1,gorum,row
kunuma,strained,3,1,gurom,groom
kunuma,strained,3,1,korum,ohm (measurement)
kunuma,strained,3,1,kurom,crumble
kunuma,strained,3,1,xolom,mushroom
kunuma,strained,3,1,yorum,uniform (consistent)
kununa,strained,3,1,golor,glare
kununa,strained,3,1,gorol,gurgle
kununa,strained,3,1,goron,grow
kununa,strained,3,1,goruq,lion
kununa,strained,3,1,gorur,growl
kununa,strained,3,1,gulon,bewitched
kununa,strained,3,1,guror,grow up
kununa,strained,3,1,kolor,peculiar
kununa,strained,3,1,kolul,cool (interjection)
kununa,strained,3,1,kolun,community
kununa,strained,3,1,konor,contort
kununa,strained,3,1,konun,conference
kununa,strained,3,1,korol,quarrel
kununa,strained,3,1,koron,category
kununa,strained,3,1,korur,incorporate
kununa,strained,3,1,kulol,clutch
kununa,strained,3,1,kulon,cool
kununa,strained,3,1,kuroq,crux
kununa,strained,3,1,xoloq,handmade
kununa,strained,3,1,xolul,debilitate
kununa,strained,3,1,yolor,superior
kununa,strained,3,1,yolul,hesitant
kununa,strained,3,1,yonoq,wield
kununa,strained,3,1,yonul,retain
kununa,strained,3,1,yonun,perpetuate
kununa,strained,3,1,yoron,yearn
kununa,strained,3,1,yulol,pleasant
kunupa,strained,3,1,gorop,group (math)
kunupa,strained,3,1,gulop,preach
kunupa,strained,3,1,kolob,kill
kunupa,strained,3,1,konuv,contrive
kunupa,strained,3,1,korov,call off
kunupa,strained,3,1,korub,cone
kunupa,strained,3,1,kunov,converse (opposite)
kunupa,strained,3,1,xulof,extract
kunuta,strained,3,1,golod,goat
kunuta,strained,3,1,gonod,instrument
kunuta,strained,3,1,goroz,axe
kunuta,strained,3,1,goruc,grass roots
kunuta,strained,3,1,gorud,gratitude
kunuta,strained,3,1,gurot,provoke
kunuta,strained,3,1,jolus,jealous
kunuta,strained,3,1,koloC,clothe
kunuta,strained,3,1,koluz,close
kunuta,strained,3,1,konus,coincide
kunuta,strained,3,1,koros,cursor
kunuta,strained,3,1,kuloz,pioneer
kunuta,strained,3,1,kunos,concern
kunuta,strained,3,1,kuroC,character (portray)
kunuta,strained,3,1,kurod,corrode
kunuta,strained,3,1,yuloz,utilize
kupaka,held,3,1,yovak,consequence
kupana,held,3,1,joval,jovial
kupana,held,3,1,kopal,compel
kupana,held,3,1,xofar,horn (instrument)
kupana,held,3,1,xoval,spade (shovel)
kupana,held,3,1,yoval,uvula
kupata,held,3,1,jopas,jupiter
kupata,held,3,1,kuvat,covet
kupika,held,3,1,govik,height
kupika,held,3,1,yubig,ubiquitous
kupima,held,3,1,kovem,cove
kupina,held,3,1,xoveq,shove
kupina,held,3,1,xupiq,horizontal
kupipa,held,3,1,yuvev,view
kupita,held,3,1,kopet,carpet
kupita,held,3,1,kopis,incapacitate
kupita,held,3,1,kubis,club (society)
kupuna,strained,3,1,gopor,grope
kupuna,strained,3,1,govul,border
kupuna,strained,3,1,govun,govern
kupuna,strained,3,1,kopun,coal
kupuna,strained,3,1,xofol,shuffle
kupuna,strained,3,1,xubor,shatter
kupupa,strained,3,1,gubob,like (filler)
kupupa,strained,3,1,kofof,clue
kupupa,strained,3,1,kupop,scope
kuputa,strained,3,1,gopot,quaint
kuputa,strained,3,1,kopod,hedgehog
kuputa,strained,3,1,xubot,slump
kutama,held,3,1,kozam,lavender (vegetable)
kutama,held,3,1,yocam,heap
kutana,held,3,1,godal,thumb
kutana,held,3,1,kodal,crocodile
kutana,held,3,1,kodan,corn
kutana,held,3,1,kusar,cuss
kutana,held,3,1,kutal,curtail
kutana,held,3,1,kutan,quota
kutana,held,3,1,xodan,trim
kutapa,held,3,1,yoCap,nag
kutapa,held,3,1,yosaf,increase
kutata,held,3,1,kutas,quote
kutata,held,3,1,yusat,used to
kutika,held,3,1,gutex,engineering
kutika,held,3,1,gutik,pill
kutika,held,3,1,judix,judicious
kutika,held,3,1,kodej,courage
kutika,held,3,1,kodik,critique
kutika,held,3,1,kosik,classic
kutika,held,3,1,kudek,cook
kutika,held,3,1,kutig,accuse
kutika,held,3,1,xodik,pair
kutika,held,3,1,xotix,shame
kutika,held,3,1,xusek,fling
kutika,held,3,1,yudij,estimate
kutina,held,3,1,kozen,cozy
kutina,held,3,1,yociq,youth
kutina,held,3,1,yudiq,schedule
kutipa,held,3,1,gosip,firm
kutita,held,3,1,kodiz,caliber
kutita,held,3,1,kotez,rescue
kutita,held,3,1,kudid,helmet
kutita,held,3,1,kutiz,slot
kutita,held,3,1,xutet,shelter
kutita,held,3,1,yutiz,instinct
kutuka,strained,3,1,kotok,disagree
kutuka,strained,3,1,xotux,export
kutuna,strained,3,1,godoq,agitate
kutuna,strained,3,1,gosul,bath
kutuna,strained,3,1,gotur,gloat
kutuna,strained,3,1,kodor,coerce
kutuna,strained,3,1,kusol,console (help)
kutuna,strained,3,1,yodoq,sport
kutuna,strained,3,1,yotur,chord
kutuna,strained,3,1,yuzor,use up
kutupa,strained,3,1,kodup,keep on
kutupa,strained,3,1,yusop,usurp
kututa,strained,3,1,gutot,antenna
kututa,strained,3,1,kodot,cord
kututa,strained,3,1,kosot,cast
kututa,strained,3,1,kutod,miss (didn't touch)
kututa,strained,3,1,yosod,praise
kututa,strained,3,1,yotut,yet
makaka,held,3,1,makax,fly (bug)
makana,held,3,1,magal,refugee
makana,held,3,1,magan,dock
makapa,held,3,1,magap,mug (rob)
makata,held,3,1,magas,maximum
makata,held,3,1,maxat,oar (boat)
makika,held,3,1,magig,fruit
makika,held,3,1,majej,model
makima,held,3,1,makim,maxim
makina,held,3,1,magin,magazine
makina,held,3,1,maken,mechanism
makipa,held,3,1,magif,epidemic
makipa,held,3,1,makev,grief
makita,held,3,1,maget,maggot
makita,held,3,1,magiz,moss
makita,held,3,1,makes,iron
makuka,held,3,1,magox,tray
makuna,held,3,1,magor,tuna
makuna,held,3,1,makon,mark
makuna,held,3,1,makur,manicure
makuna,held,3,1,maxol,marshal
makupa,held,3,1,maguf,boot (shoe)
makupa,held,3,1,maxov,feedback
makuta,held,3,1,makoz,muck
mamika,held,3,1,mamik,maim
mamuna,held,3,1,mamor,sorrow
mamuna,held,3,1,mamul,mumble
mamuta,held,3,1,mamot,debate
manaka,held,3,1,manaj,manage
manaka,held,3,1,marag,old
manama,held,3,1,manam,mother
manana,held,3,1,manaq,harmony
manana,held,3,1,manar,utter
manana,held,3,1,maral,mettle
manana,held,3,1,maran,muon
manata,held,3,1,malat,cement
manata,held,3,1,manat,ponder
manata,held,3,1,maras,mass
manika,held,3,1,malik,who
manika,held,3,1,manix,munch
manika,held,3,1,marek,soup
manima,held,3,1,manim,monotreme
manina,held,3,1,malin,filth
manina,held,3,1,manen,dose
manina,held,3,1,maren,marinate
manipa,held,3,1,manef,manufacture
manipa,held,3,1,maref,rake
manita,held,3,1,maliz,sermon
manita,held,3,1,marid,sick
manuka,held,3,1,marox,mesh (inter-)
manuma,held,3,1,malum,special
manuma,held,3,1,manum,monument
manuma,held,3,1,marom,mammal
manuna,held,3,1,malur,maul
manuna,held,3,1,manol,round
manuna,held,3,1,manon,passion
manuna,held,3,1,manuq,mmm
manuna,held,3,1,manur,manner
manuna,held,3,1,maror,martyr
manuna,held,3,1,marul,marble
manuna,held,3,1,marun,maroon
manupa,held,3,1,manop,monopoly
manupa,held,3,1,maruf,decend
manupa,held,3,1,marup,marsupial
manuta,held,3,1,maloz,mow (grass)
manuta,held,3,1,malud,metal
manuta,held,3,1,manos,monster
manuta,held,3,1,manuC,humanity
manuta,held,3,1,manud,meander
manuta,held,3,1,maroC,quite
manuta,held,3,1,marot,march
mapana,held,3,1,mapar,map (chart)
mapika,held,3,1,mafik,musk
mapika,held,3,1,mavek,maze/labyrinth
mapina,held,3,1,mapen,mop
mapuna,held,3,1,mapon,habitat
mapuna,held,3,1,mavol,marvel
mapuna,held,3,1,mavon,introduction
maputa,held,3,1,maboc,mob
maputa,held,3,1,maput,minority
maputa,held,3,1,mavut,die
mataka,held,3,1,macak,myth
mataka,held,3,1,madax,symmetry
mataka,held,3,1,masaj,massage
mataka,held,3,1,mazak,mask
matama,held,3,1,madam,intoxicate
matama,held,3,1,masam,must (smell)
matana,held,3,1,madar,shower (water)
matana,held,3,1,masar,expensive
matana,held,3,1,matal,armadillo
matana,held,3,1,matan,thing about the thing (meta-)
matana,held,3,1,mazal,luck
matana,held,3,1,mazan,maze
matata,held,3,1,madad,middle
matata,held,3,1,masad,institution
